row,name,s_name,ofs,type,typename
72,chain,40436,60,4,entity
73,deadflag,40448,61,2,float
74,view_ofs,40466,62,3,vector
75,view_ofs_x,40484,62,2,float
76,view_ofs_y,40506,63,2,float
77,view_ofs_z,40528,64,2,float
78,button0,40550,65,2,float
79,button1,40566,66,2,float
80,button2,40582,67,2,float
81,impulse,40598,68,2,float
82,fixangle,40614,69,2,float
83,v_angle,40632,70,3,vector
84,v_angle_x,40648,70,2,float
85,v_angle_y,40668,71,2,float
86,v_angle_z,40688,72,2,float
87,idealpitch,40708,73,2,float
88,netname,40730,74,1,string
89,enemy,40746,75,4,entity
90,flags,40758,76,2,float
91,colormap,40770,77,2,float
92,team,40788,78,2,float
93,max_health,40798,79,2,float
94,teleport_time,40820,80,2,float
95,armortype,40848,81,2,float
96,armorvalue,40868,82,2,float
97,waterlevel,40890,83,2,float
98,watertype,40912,84,2,float
99,ideal_yaw,40932,85,2,float
100,yaw_speed,40952,86,2,float
101,aiment,40972,87,4,entity
102,goalentity,40986,88,4,entity
103,spawnflags,41008,89,2,float
104,target,41030,90,1,string
105,targetname,41044,91,1,string
106,dmg_take,41066,92,2,float
107,dmg_save,41084,93,2,float
108,dmg_inflictor,41102,94,4,entity
109,owner,41130,95,4,entity
110,movedir,41142,96,3,vector
111,movedir_x,41158,96,2,float
112,movedir_y,41178,97,2,float
113,movedir_z,41198,98,2,float
114,message,41218,99,1,string
115,sounds,41234,100,2,float
116,noise,41248,101,1,string
117,noise1,41260,102,1,string
118,noise2,41274,103,1,string
119,noise3,41288,104,1,string
120,wad,43099,105,1,string
121,map,43107,106,1,string
122,worldtype,43115,107,2,float
123,killtarget,43135,108,1,string
124,light_lev,43157,109,2,float
125,style,43177,110,2,float
126,th_stand,43189,111,6,void()
127,th_walk,43207,112,6,void()
128,th_run,43223,113,6,void()
129,th_missile,43237,114,6,void()
130,th_melee,43259,115,6,void()
131,th_pain,43277,116,6,void()
132,th_die,43293,117,6,void()
133,oldenemy,43307,118,4,entity
134,speed,43325,119,2,float
135,lefty,43337,120,2,float
136,search_time,43349,121,2,float
137,attack_state,43373,122,2,float
138,walkframe,43442,123,2,float
139,attack_finished,43462,124,2,float
140,pain_finished,43494,125,2,float
141,invincible_finished,43522,126,2,float
142,invisible_finished,43562,127,2,float
143,super_damage_finished,43600,128,2,float
144,radsuit_finished,43644,129,2,float
145,invincible_time,43678,130,2,float
146,invincible_sound,43710,131,2,float
147,invisible_time,43744,132,2,float
148,invisible_sound,43774,133,2,float
149,super_time,43806,134,2,float
150,super_sound,43828,135,2,float
151,rad_time,43852,136,2,float
152,fly_sound,43870,137,2,float
153,axhitme,43890,138,2,float
154,show_hostile,43906,139,2,float
155,jump_flag,43932,140,2,float
156,swim_flag,43952,141,2,float
157,air_finished,43972,142,2,float
158,bubble_count,43998,143,2,float
159,deathtype,44024,144,1,string
160,mdl,44044,145,1,string
161,mangle,44052,146,3,vector
162,mangle_x,44066,146,2,float
163,mangle_y,44084,147,2,float
164,mangle_z,44102,148,2,float
165,t_length,44120,149,2,float
166,t_width,44138,150,2,float
167,dest,44154,151,3,vector
168,dest_x,44164,151,2,float
169,dest_y,44178,152,2,float
170,dest_z,44192,153,2,float
171,dest1,44206,154,3,vector
172,dest1_x,44218,154,2,float
173,dest1_y,44234,155,2,float
174,dest1_z,44250,156,2,float
175,dest2,44266,157,3,vector
176,dest2_x,44278,157,2,float
177,dest2_y,44294,158,2,float
178,dest2_z,44310,159,2,float
179,wait,44326,160,2,float
180,delay,44336,161,2,float
181,trigger_field,44348,162,4,entity
182,noise4,44376,163,1,string
183,pausetime,44390,164,2,float
184,movetarget,44410,165,4,entity
185,aflag,44432,166,2,float
186,dmg,44444,167,2,float
187,cnt,44452,168,2,float
188,think1,44460,169,6,void()
189,finaldest,44474,170,3,vector
190,finaldest_x,44494,170,2,float
191,finaldest_y,44518,171,2,float
192,finaldest_z,44542,172,2,float
193,finalangle,44566,173,3,vector
194,finalangle_x,44588,173,2,float
195,finalangle_y,44614,174,2,float
196,finalangle_z,44640,175,2,float
197,count,44666,176,2,float
198,lip,44678,177,2,float
199,state,44686,178,2,float
200,pos1,44698,179,3,vector
201,pos1_x,44708,179,2,float
202,pos1_y,44722,180,2,float
203,pos1_z,44736,181,2,float
204,pos2,44750,182,3,vector
205,pos2_x,44760,182,2,float
206,pos2_y,44774,183,2,float
207,pos2_z,44788,184,2,float
208,height,44802,185,2,float
209,waitmin,44816,186,2,float
210,waitmax,44832,187,2,float
211,distance,44848,188,2,float
212,volume,44866,189,2,float
213,th_weight,45644,190,6,void()
214,th_cache,45664,191,6,void()
215,th_update,45682,192,6,void()
216,istrigger,45702,193,2,float
217,healtype,45722,194,2,float
218,playerkills,45740,195,2,float
219,playerdeaths,45764,196,2,float
220,botkills,45790,197,2,float
221,botdeaths,45808,198,2,float
222,suicides,45828,199,2,float
223,lastseenpos,45846,200,3,vector
224,lastseenpos_x,45870,200,2,float
225,lastseenpos_y,45898,201,2,float
226,lastseenpos_z,45926,202,2,float
227,enemyrun,45954,203,2,float
228,goody_time,45972,204,2,float
229,strafetime,45994,205,2,float
230,strafeonly,46016,206,2,float
231,strafethink,46038,207,6,void()
232,strafeyaw,46062,208,2,float
233,strafedist,46082,209,2,float
234,movetarget2,46104,210,4,entity
235,movetarget3,46128,211,4,entity
236,movetarget4,46152,212,4,entity
237,movetarget5,46176,213,4,entity
238,movetarget6,46200,214,4,entity
239,lastbot,46224,215,4,entity
240,lasttime,46240,216,2,float
241,pather,46258,217,2,float
242,pathtype,46272,218,2,float
243,skil,46290,219,2,float
244,rocketlen,46300,220,2,float
245,rocketcache,46320,221,4,entity
246,lightninglen,46344,222,2,float
247,lightningcache,46370,223,4,entity
248,armorlen,46400,224,2,float
249,armorcache,46418,225,4,entity
250,pendinglen,46440,226,2,float
251,pendingcache,46462,227,4,entity
252,naillen,46488,228,2,float
253,nailcache,46504,229,4,entity
254,grenadelen,46524,230,2,float
255,grenadecache,46546,231,4,entity
256,poweruplen,46572,232,2,float
257,powerupcache,46594,233,4,entity
258,enemylen,46620,234,2,float
259,enemycache,46638,235,4,entity
260,endpoint,46660,236,2,float
261,teamname,46678,237,1,string
262,healamount,51295,238,2,float
263,hit_z,54943,239,2,float
264,dmgtime,58484,240,2,float
