row,name,s_name,ofs,type,typename
62,weapon,40338,50,2,float
63,weaponmodel,40352,51,1,string
64,weaponframe,40376,52,2,float
65,currentammo,40400,53,2,float
66,ammo_shells,40424,54,2,float
67,ammo_nails,40448,55,2,float
68,ammo_rockets,40470,56,2,float
69,ammo_cells,40496,57,2,float
70,items,40518,58,2,float
71,takedamage,40530,59,2,float
72,chain,40552,60,4,entity
73,deadflag,40564,61,2,float
74,view_ofs,40582,62,3,vector
75,view_ofs_x,40600,62,2,float
76,view_ofs_y,40622,63,2,float
77,view_ofs_z,40644,64,2,float
78,button0,40666,65,2,float
79,button1,40682,66,2,float
80,button2,40698,67,2,float
81,impulse,40714,68,2,float
82,fixangle,40730,69,2,float
83,v_angle,40748,70,3,vector
84,v_angle_x,40764,70,2,float
85,v_angle_y,40784,71,2,float
86,v_angle_z,40804,72,2,float
87,idealpitch,40824,73,2,float
88,netname,40846,74,1,string
89,enemy,40862,75,4,entity
90,flags,40874,76,2,float
91,colormap,40886,77,2,float
92,team,40904,78,2,float
93,max_health,40914,79,2,float
94,teleport_time,40936,80,2,float
95,armortype,40964,81,2,float
96,armorvalue,40984,82,2,float
97,waterlevel,41006,83,2,float
98,watertype,41028,84,2,float
99,ideal_yaw,41048,85,2,float
100,yaw_speed,41068,86,2,float
101,aiment,41088,87,4,entity
102,goalentity,41102,88,4,entity
103,spawnflags,41124,89,2,float
104,target,41146,90,1,string
105,targetname,41160,91,1,string
106,dmg_take,41182,92,2,float
107,dmg_save,41200,93,2,float
108,dmg_inflictor,41218,94,4,entity
109,owner,41246,95,4,entity
110,movedir,41258,96,3,vector
111,movedir_x,41274,96,2,float
112,movedir_y,41294,97,2,float
113,movedir_z,41314,98,2,float
114,message,41334,99,1,string
115,sounds,41350,100,2,float
116,noise,41364,101,1,string
117,noise1,41376,102,1,string
118,noise2,41390,103,1,string
119,noise3,41404,104,1,string
120,wad,43215,105,1,string
121,map,43223,106,1,string
122,worldtype,43231,107,2,float
123,killtarget,43251,108,1,string
124,light_lev,43273,109,2,float
125,style,43293,110,2,float
126,th_stand,43305,111,6,void()
127,th_walk,43323,112,6,void()
128,th_run,43339,113,6,void()
129,th_missile,43353,114,6,void()
130,th_melee,43375,115,6,void()
131,th_pain,43393,116,6,void()
132,th_die,43409,117,6,void()
133,oldenemy,43423,118,4,entity
134,speed,43441,119,2,float
135,lefty,43453,120,2,float
136,search_time,43465,121,2,float
137,attack_state,43489,122,2,float
138,walkframe,43558,123,2,float
139,attack_finished,43578,124,2,float
140,pain_finished,43610,125,2,float
141,invincible_finished,43638,126,2,float
142,invisible_finished,43678,127,2,float
143,super_damage_finished,43716,128,2,float
144,radsuit_finished,43760,129,2,float
145,invincible_time,43794,130,2,float
146,invincible_sound,43826,131,2,float
147,invisible_time,43860,132,2,float
148,invisible_sound,43890,133,2,float
149,super_time,43922,134,2,float
150,super_sound,43944,135,2,float
151,rad_time,43968,136,2,float
152,fly_sound,43986,137,2,float
153,axhitme,44006,138,2,float
154,show_hostile,44022,139,2,float
155,jump_flag,44048,140,2,float
156,swim_flag,44068,141,2,float
157,air_finished,44088,142,2,float
158,bubble_count,44114,143,2,float
159,deathtype,44140,144,1,string
160,mdl,44160,145,1,string
161,mangle,44168,146,3,vector
162,mangle_x,44182,146,2,float
163,mangle_y,44200,147,2,float
164,mangle_z,44218,148,2,float
165,t_length,44236,149,2,float
166,t_width,44254,150,2,float
167,dest,44270,151,3,vector
168,dest_x,44280,151,2,float
169,dest_y,44294,152,2,float
170,dest_z,44308,153,2,float
171,dest1,44322,154,3,vector
172,dest1_x,44334,154,2,float
173,dest1_y,44350,155,2,float
174,dest1_z,44366,156,2,float
175,dest2,44382,157,3,vector
176,dest2_x,44394,157,2,float
177,dest2_y,44410,158,2,float
178,dest2_z,44426,159,2,float
179,wait,44442,160,2,float
180,delay,44452,161,2,float
181,trigger_field,44464,162,4,entity
182,noise4,44492,163,1,string
183,pausetime,44506,164,2,float
184,movetarget,44526,165,4,entity
185,aflag,44548,166,2,float
186,dmg,44560,167,2,float
187,cnt,44568,168,2,float
188,think1,44576,169,6,void()
189,finaldest,44590,170,3,vector
190,finaldest_x,44610,170,2,float
191,finaldest_y,44634,171,2,float
192,finaldest_z,44658,172,2,float
193,finalangle,44682,173,3,vector
194,finalangle_x,44704,173,2,float
195,finalangle_y,44730,174,2,float
196,finalangle_z,44756,175,2,float
197,count,44782,176,2,float
198,lip,44794,177,2,float
199,state,44802,178,2,float
200,pos1,44814,179,3,vector
201,pos1_x,44824,179,2,float
202,pos1_y,44838,180,2,float
203,pos1_z,44852,181,2,float
204,pos2,44866,182,3,vector
205,pos2_x,44876,182,2,float
206,pos2_y,44890,183,2,float
207,pos2_z,44904,184,2,float
208,height,44918,185,2,float
209,waitmin,44932,186,2,float
210,waitmax,44948,187,2,float
211,distance,44964,188,2,float
212,volume,44982,189,2,float
213,th_weight,45760,190,6,void()
214,th_cache,45780,191,6,void()
215,th_update,45798,192,6,void()
216,istrigger,45818,193,2,float
217,healtype,45838,194,2,float
218,playerkills,45856,195,2,float
219,playerdeaths,45880,196,2,float
220,botkills,45906,197,2,float
221,botdeaths,45924,198,2,float
222,suicides,45944,199,2,float
223,lastseenpos,45962,200,3,vector
224,lastseenpos_x,45986,200,2,float
225,lastseenpos_y,46014,201,2,float
226,lastseenpos_z,46042,202,2,float
227,enemyrun,46070,203,2,float
228,goody_time,46088,204,2,float
229,strafetime,46110,205,2,float
230,strafeonly,46132,206,2,float
231,strafethink,46154,207,6,void()
232,strafeyaw,46178,208,2,float
233,strafedist,46198,209,2,float
234,movetarget2,46220,210,4,entity
235,movetarget3,46244,211,4,entity
236,movetarget4,46268,212,4,entity
237,movetarget5,46292,213,4,entity
238,movetarget6,46316,214,4,entity
239,lastbot,46340,215,4,entity
240,lasttime,46356,216,2,float
241,pather,46374,217,2,float
242,pathtype,46388,218,2,float
243,skil,46406,219,2,float
244,rocketlen,46416,220,2,float
245,rocketcache,46436,221,4,entity
246,lightninglen,46460,222,2,float
247,lightningcache,46486,223,4,entity
248,armorlen,46516,224,2,float
249,armorcache,46534,225,4,entity
250,pendinglen,46556,226,2,float
251,pendingcache,46578,227,4,entity
252,naillen,46604,228,2,float
253,nailcache,46620,229,4,entity
254,grenadelen,46640,230,2,float
255,grenadecache,46662,231,4,entity
256,poweruplen,46688,232,2,float
257,powerupcache,46710,233,4,entity
258,enemylen,46736,234,2,float
259,enemycache,46754,235,4,entity
260,endpoint,46776,236,2,float
261,teamname,46794,237,1,string
262,healamount,51411,238,2,float
263,dmgtime,58588,239,2,float
