row,floatVal,intVal
84,5.66E-43,404,94-01-00-00
85,5.69E-43,406,96-01-00-00
86,5.44E-43,388,84-01-00-00
87,5.7E-43,407,97-01-00-00
88,5.5E-43,392,88-01-00-00
89,5.73E-43,409,99-01-00-00
90,5.28E-43,377,79-01-00-00
91,5.27E-43,376,78-01-00-00
92,0,0,00-00-00-00
93,0,0,00-00-00-00
94,1E-45,1,01-00-00-00
95,1E-45,1,01-00-00-00
96,3E-45,2,02-00-00-00
97,4E-45,3,03-00-00-00
98,6E-45,4,04-00-00-00
99,6E-45,4,04-00-00-00
100,7E-45,5,05-00-00-00
101,8E-45,6,06-00-00-00
102,1E-44,7,07-00-00-00
103,1.1E-44,8,08-00-00-00
104,1.3E-44,9,09-00-00-00
105,1.4E-44,10,0A-00-00-00
106,1.4E-44,10,0A-00-00-00
107,1.5E-44,11,0B-00-00-00
108,1.7E-44,12,0C-00-00-00
109,1.8E-44,13,0D-00-00-00
110,1.8E-44,13,0D-00-00-00
111,2E-44,14,0E-00-00-00
112,2.1E-44,15,0F-00-00-00
113,2.2E-44,16,10-00-00-00
114,2.2E-44,16,10-00-00-00
115,2.4E-44,17,11-00-00-00
116,2.5E-44,18,12-00-00-00
117,2.7E-44,19,13-00-00-00
118,2.7E-44,19,13-00-00-00
119,2.8E-44,20,14-00-00-00
120,3E-44,21,15-00-00-00
121,3.1E-44,22,16-00-00-00
122,3.1E-44,22,16-00-00-00
123,3.2E-44,23,17-00-00-00
124,3.4E-44,24,18-00-00-00
125,3.5E-44,25,19-00-00-00
126,3.5E-44,25,19-00-00-00
127,3.6E-44,26,1A-00-00-00
128,3.8E-44,27,1B-00-00-00
129,3.9E-44,28,1C-00-00-00
130,4E-44,29,1D-00-00-00
131,4.2E-44,30,1E-00-00-00
132,4.3E-44,31,1F-00-00-00
133,4.5E-44,32,20-00-00-00
134,4.6E-44,33,21-00-00-00
135,4.6E-44,33,21-00-00-00
136,4.8E-44,34,22-00-00-00
137,4.9E-44,35,23-00-00-00
138,5E-44,36,24-00-00-00
139,5E-44,36,24-00-00-00
140,5.2E-44,37,25-00-00-00
141,5.3E-44,38,26-00-00-00
142,5.5E-44,39,27-00-00-00
143,5.5E-44,39,27-00-00-00
144,5.6E-44,40,28-00-00-00
145,5.7E-44,41,29-00-00-00
146,5.9E-44,42,2A-00-00-00
147,6E-44,43,2B-00-00-00
148,6.2E-44,44,2C-00-00-00
149,6.3E-44,45,2D-00-00-00
150,6.4E-44,46,2E-00-00-00
151,6.6E-44,47,2F-00-00-00
152,6.7E-44,48,30-00-00-00
153,6.9E-44,49,31-00-00-00
154,7E-44,50,32-00-00-00
155,7.1E-44,51,33-00-00-00
156,7.3E-44,52,34-00-00-00
157,7.4E-44,53,35-00-00-00
158,7.6E-44,54,36-00-00-00
159,7.7E-44,55,37-00-00-00
160,7.8E-44,56,38-00-00-00
161,8E-44,57,39-00-00-00
162,8.1E-44,58,3A-00-00-00
163,8.3E-44,59,3B-00-00-00
164,8.4E-44,60,3C-00-00-00
165,8.5E-44,61,3D-00-00-00
166,8.7E-44,62,3E-00-00-00
167,8.7E-44,62,3E-00-00-00
168,8.8E-44,63,3F-00-00-00
169,9E-44,64,40-00-00-00
170,9.1E-44,65,41-00-00-00
171,9.2E-44,66,42-00-00-00
172,9.4E-44,67,43-00-00-00
173,9.5E-44,68,44-00-00-00
174,9.7E-44,69,45-00-00-00
175,9.8E-44,70,46-00-00-00
176,9.8E-44,70,46-00-00-00
177,1E-43,71,47-00-00-00
178,1.01E-43,72,48-00-00-00
179,1.02E-43,73,49-00-00-00
180,1.04E-43,74,4A-00-00-00
181,1.05E-43,75,4B-00-00-00
182,1.06E-43,76,4C-00-00-00
183,1.08E-43,77,4D-00-00-00
184,1.1E-43,78,4E-00-00-00
185,1.11E-43,79,4F-00-00-00
186,1.12E-43,80,50-00-00-00
187,1.14E-43,81,51-00-00-00
188,1.15E-43,82,52-00-00-00
189,1.16E-43,83,53-00-00-00
190,1.18E-43,84,54-00-00-00
191,1.19E-43,85,55-00-00-00
192,1.2E-43,86,56-00-00-00
193,1.22E-43,87,57-00-00-00
194,1.23E-43,88,58-00-00-00
195,1.25E-43,89,59-00-00-00
196,1.26E-43,90,5A-00-00-00
197,1.28E-43,91,5B-00-00-00
198,1.29E-43,92,5C-00-00-00
199,1.3E-43,93,5D-00-00-00
200,1.32E-43,94,5E-00-00-00
201,1.33E-43,95,5F-00-00-00
202,1.35E-43,96,60-00-00-00
203,1.35E-43,96,60-00-00-00
204,1.36E-43,97,61-00-00-00
205,1.37E-43,98,62-00-00-00
206,1.39E-43,99,63-00-00-00
207,1.4E-43,100,64-00-00-00
208,1.42E-43,101,65-00-00-00
209,1.43E-43,102,66-00-00-00
210,1.44E-43,103,67-00-00-00
211,1.46E-43,104,68-00-00-00
212,8,1090519040,00-00-00-41
213,4,1082130432,00-00-80-40
214,2,1073741824,00-00-00-40
215,1,1065353216,00-00-80-3F
216,0,0,00-00-00-00
217,1.47E-43,105,69-00-00-00
218,0,0,00-00-00-00
219,1,1065353216,00-00-80-3F
220,1,1065353216,00-00-80-3F
221,2,1073741824,00-00-00-40
222,8,1090519040,00-00-00-41
223,16,1098907648,00-00-80-41
224,32,1107296256,00-00-00-42
225,64,1115684864,00-00-80-42
226,128,1124073472,00-00-00-43
227,256,1132462080,00-00-80-43
228,512,1140850688,00-00-00-44
229,1024,1149239296,00-00-80-44
230,2048,1157627904,00-00-00-45
231,4096,1166016512,00-00-80-45
232,8192,1174405120,00-00-00-46
233,0,0,00-00-00-00
234,3,1077936128,00-00-40-40
235,4,1082130432,00-00-80-40
236,5,1084227584,00-00-A0-40
237,6,1086324736,00-00-C0-40
238,7,1088421888,00-00-E0-40
239,8,1090519040,00-00-00-41
240,9,1091567616,00-00-10-41
241,10,1092616192,00-00-20-41
242,11,1093664768,00-00-30-41
243,0,0,00-00-00-00
244,1,1065353216,00-00-80-3F
245,2,1073741824,00-00-00-40
246,3,1077936128,00-00-40-40
247,4,1082130432,00-00-80-40
248,0,0,00-00-00-00
249,1,1065353216,00-00-80-3F
250,2,1073741824,00-00-00-40
251,3,1077936128,00-00-40-40
252,0,0,00-00-00-00
253,1,1065353216,00-00-80-3F
254,2,1073741824,00-00-00-40
255,3,1077936128,00-00-40-40
256,0,0,00-00-00-00
257,1,1065353216,00-00-80-3F
258,2,1073741824,00-00-00-40
259,4096,1166016512,00-00-80-45
260,1,1065353216,00-00-80-3F
261,2,1073741824,00-00-00-40
262,4,1082130432,00-00-80-40
263,8,1090519040,00-00-00-41
264,16,1098907648,00-00-80-41
265,32,1107296256,00-00-00-42
266,64,1115684864,00-00-80-42
267,128,1124073472,00-00-00-43
268,256,1132462080,00-00-80-43
269,512,1140850688,00-00-00-44
270,1024,1149239296,00-00-80-44
271,2048,1157627904,00-00-00-45
272,8192,1174405120,00-00-00-46
273,16384,1182793728,00-00-80-46
274,32768,1191182336,00-00-00-47
275,65536,1199570944,00-00-80-47
276,0,0,00-00-00-00
277,4096,1166016512,00-00-80-45
278,4,1082130432,00-00-80-40
279,16,1098907648,00-00-80-41
280,8192,1174405120,00-00-00-46
281,64,1115684864,00-00-80-42
282,256,1132462080,00-00-80-43
283,2048,1157627904,00-00-00-45
284,131072,1207959552,00-00-00-48
285,262144,1216348160,00-00-80-48
286,524288,1224736768,00-00-00-49
287,1048576,1233125376,00-00-80-49
288,2097152,1241513984,00-00-00-4A
289,4194304,1249902592,00-00-80-4A
290,-1,-1082130432,00-00-80-BF
291,-2,-1073741824,00-00-00-C0
292,-3,-1069547520,00-00-40-C0
293,-4,-1065353216,00-00-80-C0
294,-5,-1063256064,00-00-A0-C0
295,-6,-1061158912,00-00-C0-C0
296,0,0,00-00-00-00
297,1,1065353216,00-00-80-3F
298,2,1073741824,00-00-00-40
299,3,1077936128,00-00-40-40
300,0,0,00-00-00-00
301,0,0,00-00-00-00
302,0,0,00-00-00-00
303,-16,-1048576000,00-00-80-C1
304,-16,-1048576000,00-00-80-C1
305,-24,-1044381696,00-00-C0-C1
306,16,1098907648,00-00-80-41
307,16,1098907648,00-00-80-41
308,32,1107296256,00-00-00-42
309,-32,-1040187392,00-00-00-C2
310,-32,-1040187392,00-00-00-C2
311,-24,-1044381696,00-00-C0-C1
312,32,1107296256,00-00-00-42
313,32,1107296256,00-00-00-42
314,64,1115684864,00-00-80-42
315,23,1102577664,00-00-B8-41
316,27,1104674816,00-00-D8-41
317,28,1105199104,00-00-E0-41
318,30,1106247680,00-00-F0-41
319,31,1106771968,00-00-F8-41
320,32,1107296256,00-00-00-42
321,33,1107558400,00-00-04-42
322,0,0,00-00-00-00
323,1,1065353216,00-00-80-3F
324,2,1073741824,00-00-00-40
325,3,1077936128,00-00-40-40
326,4,1082130432,00-00-80-40
327,5,1084227584,00-00-A0-40
328,6,1086324736,00-00-C0-40
329,7,1088421888,00-00-E0-40
330,8,1090519040,00-00-00-41
331,9,1091567616,00-00-10-41
332,10,1092616192,00-00-20-41
333,11,1093664768,00-00-30-41
334,0,0,00-00-00-00
335,1,1065353216,00-00-80-3F
336,2,1073741824,00-00-00-40
337,3,1077936128,00-00-40-40
338,4,1082130432,00-00-80-40
339,0,0,00-00-00-00
340,1,1065353216,00-00-80-3F
341,2,1073741824,00-00-00-40
342,3,1077936128,00-00-40-40
343,0,0,00-00-00-00
344,1,1065353216,00-00-80-3F
345,2,1073741824,00-00-00-40
346,3,1077936128,00-00-40-40
347,1,1065353216,00-00-80-3F
348,2,1073741824,00-00-00-40
349,4,1082130432,00-00-80-40
350,8,1090519040,00-00-00-41
351,0,0,00-00-00-00
352,1,1065353216,00-00-80-3F
353,2,1073741824,00-00-00-40
354,3,1077936128,00-00-40-40
355,0,0,00-00-00-00
356,0,0,00-00-00-00
357,0,0,00-00-00-00
358,0,0,00-00-00-00
359,0,0,00-00-00-00
360,0,0,00-00-00-00
361,0,0,00-00-00-00
362,0,0,00-00-00-00
363,0,0,00-00-00-00
364,1.49E-43,106,6A-00-00-00
365,1.5E-43,107,6B-00-00-00
366,1.51E-43,108,6C-00-00-00
367,1.53E-43,109,6D-00-00-00
368,1.54E-43,110,6E-00-00-00
369,1.56E-43,111,6F-00-00-00
370,1.57E-43,112,70-00-00-00
371,1.58E-43,113,71-00-00-00
372,1.6E-43,114,72-00-00-00
373,1.61E-43,115,73-00-00-00
374,1.63E-43,116,74-00-00-00
375,1.64E-43,117,75-00-00-00
376,1.65E-43,118,76-00-00-00
377,1.67E-43,119,77-00-00-00
378,1.68E-43,120,78-00-00-00
379,1.7E-43,121,79-00-00-00
380,1.71E-43,122,7A-00-00-00
381,1.72E-43,123,7B-00-00-00
382,1,1065353216,00-00-80-3F
383,2,1073741824,00-00-00-40
384,3,1077936128,00-00-40-40
385,4,1082130432,00-00-80-40
386,1.74E-43,124,7C-00-00-00
387,1.75E-43,125,7D-00-00-00
388,1.77E-43,126,7E-00-00-00
389,1.78E-43,127,7F-00-00-00
390,1.8E-43,128,80-00-00-00
391,1.81E-43,129,81-00-00-00
392,1.82E-43,130,82-00-00-00
393,1.84E-43,131,83-00-00-00
394,1.85E-43,132,84-00-00-00
395,1.86E-43,133,85-00-00-00
396,1.88E-43,134,86-00-00-00
397,1.89E-43,135,87-00-00-00
398,1.9E-43,136,88-00-00-00
399,1.92E-43,137,89-00-00-00
400,1.93E-43,138,8A-00-00-00
401,1.95E-43,139,8B-00-00-00
402,1.96E-43,140,8C-00-00-00
403,1.98E-43,141,8D-00-00-00
404,1.99E-43,142,8E-00-00-00
405,2E-43,143,8F-00-00-00
406,2.02E-43,144,90-00-00-00
407,2.03E-43,145,91-00-00-00
408,2.05E-43,146,92-00-00-00
409,2.06E-43,147,93-00-00-00
410,2.06E-43,147,93-00-00-00
411,2.07E-43,148,94-00-00-00
412,2.09E-43,149,95-00-00-00
413,2.1E-43,150,96-00-00-00
414,2.12E-43,151,97-00-00-00
415,2.13E-43,152,98-00-00-00
416,2.13E-43,152,98-00-00-00
417,2.14E-43,153,99-00-00-00
418,2.16E-43,154,9A-00-00-00
419,2.17E-43,155,9B-00-00-00
420,2.17E-43,155,9B-00-00-00
421,2.19E-43,156,9C-00-00-00
422,2.2E-43,157,9D-00-00-00
423,2.21E-43,158,9E-00-00-00
424,2.21E-43,158,9E-00-00-00
425,2.23E-43,159,9F-00-00-00
426,2.24E-43,160,A0-00-00-00
427,2.26E-43,161,A1-00-00-00
428,2.27E-43,162,A2-00-00-00
429,2.28E-43,163,A3-00-00-00
430,2.3E-43,164,A4-00-00-00
431,2.31E-43,165,A5-00-00-00
432,2.33E-43,166,A6-00-00-00
433,2.34E-43,167,A7-00-00-00
434,2.35E-43,168,A8-00-00-00
435,2.37E-43,169,A9-00-00-00
436,2.38E-43,170,AA-00-00-00
437,2.4E-43,171,AB-00-00-00
438,2.4E-43,171,AB-00-00-00
439,2.41E-43,172,AC-00-00-00
440,2.42E-43,173,AD-00-00-00
441,2.44E-43,174,AE-00-00-00
442,2.44E-43,174,AE-00-00-00
443,2.45E-43,175,AF-00-00-00
444,2.47E-43,176,B0-00-00-00
445,2.48E-43,177,B1-00-00-00
446,2.5E-43,178,B2-00-00-00
447,2.51E-43,179,B3-00-00-00
448,2.52E-43,180,B4-00-00-00
449,2.52E-43,180,B4-00-00-00
450,2.54E-43,181,B5-00-00-00
451,2.55E-43,182,B6-00-00-00
452,2.56E-43,183,B7-00-00-00
453,2.56E-43,183,B7-00-00-00
454,2.58E-43,184,B8-00-00-00
455,2.59E-43,185,B9-00-00-00
456,2.6E-43,186,BA-00-00-00
457,2.62E-43,187,BB-00-00-00
458,2.63E-43,188,BC-00-00-00
459,2.65E-43,189,BD-00-00-00
460,2.66E-43,190,BE-00-00-00
461,1E-45,1,01-00-00-00
462,3E-45,2,02-00-00-00
463,4E-45,3,03-00-00-00
464,6E-45,4,04-00-00-00
465,7E-45,5,05-00-00-00
466,8E-45,6,06-00-00-00
467,1E-44,7,07-00-00-00
468,1.1E-44,8,08-00-00-00
469,1.3E-44,9,09-00-00-00
470,1.4E-44,10,0A-00-00-00
471,1.5E-44,11,0B-00-00-00
472,1.7E-44,12,0C-00-00-00
473,1.8E-44,13,0D-00-00-00
474,2E-44,14,0E-00-00-00
475,2.1E-44,15,0F-00-00-00
476,2.2E-44,16,10-00-00-00
477,2.4E-44,17,11-00-00-00
478,2.5E-44,18,12-00-00-00
479,2.7E-44,19,13-00-00-00
480,2.8E-44,20,14-00-00-00
481,3E-44,21,15-00-00-00
482,3.1E-44,22,16-00-00-00
483,3.2E-44,23,17-00-00-00
484,3.4E-44,24,18-00-00-00
485,3.5E-44,25,19-00-00-00
486,3.6E-44,26,1A-00-00-00
487,3.8E-44,27,1B-00-00-00
488,3.9E-44,28,1C-00-00-00
489,4E-44,29,1D-00-00-00
490,4.2E-44,30,1E-00-00-00
491,4.3E-44,31,1F-00-00-00
492,4.5E-44,32,20-00-00-00
493,4.6E-44,33,21-00-00-00
494,4.8E-44,34,22-00-00-00
495,4.9E-44,35,23-00-00-00
496,5E-44,36,24-00-00-00
497,5.2E-44,37,25-00-00-00
498,5.3E-44,38,26-00-00-00
499,5.5E-44,39,27-00-00-00
500,5.6E-44,40,28-00-00-00
501,5.7E-44,41,29-00-00-00
502,5.9E-44,42,2A-00-00-00
503,6E-44,43,2B-00-00-00
504,6.2E-44,44,2C-00-00-00
505,6.3E-44,45,2D-00-00-00
506,6.4E-44,46,2E-00-00-00
507,6.6E-44,47,2F-00-00-00
508,6.7E-44,48,30-00-00-00
509,6.9E-44,49,31-00-00-00
510,7E-44,50,32-00-00-00
511,7.1E-44,51,33-00-00-00
512,7.3E-44,52,34-00-00-00
513,7.4E-44,53,35-00-00-00
514,7.6E-44,54,36-00-00-00
515,7.7E-44,55,37-00-00-00
516,7.8E-44,56,38-00-00-00
517,8E-44,57,39-00-00-00
518,8.1E-44,58,3A-00-00-00
519,8.3E-44,59,3B-00-00-00
520,8.4E-44,60,3C-00-00-00
521,8.5E-44,61,3D-00-00-00
522,8.7E-44,62,3E-00-00-00
523,8.8E-44,63,3F-00-00-00
524,9E-44,64,40-00-00-00
525,9.1E-44,65,41-00-00-00
526,2.84E-43,203,CB-00-00-00
527,2.83E-43,202,CA-00-00-00
528,2.89E-43,206,CE-00-00-00
529,2.86E-43,204,CC-00-00-00
530,2.9E-43,207,CF-00-00-00
531,2.77E-43,198,C6-00-00-00
532,2.93E-43,209,D1-00-00-00
533,2.79E-43,199,C7-00-00-00
534,3.49E-43,249,F9-00-00-00
535,3.59E-43,256,00-01-00-00
536,3.46E-43,247,F7-00-00-00
537,5.76E-43,411,9B-01-00-00
538,4.44E-43,317,3D-01-00-00
539,4.8E-43,343,57-01-00-00
540,5.1E-43,364,6C-01-00-00
541,0,0,00-00-00-00
542,0,0,00-00-00-00
543,0,0,00-00-00-00
544,0,0,00-00-00-00
545,0,0,00-00-00-00
546,0,0,00-00-00-00
547,2.68E-43,191,BF-00-00-00
548,2.69E-43,192,C0-00-00-00
549,2.7E-43,193,C1-00-00-00
550,2.72E-43,194,C2-00-00-00
551,2.73E-43,195,C3-00-00-00
552,2.75E-43,196,C4-00-00-00
553,2.76E-43,197,C5-00-00-00
554,2.77E-43,198,C6-00-00-00
555,2.79E-43,199,C7-00-00-00
556,2.79E-43,199,C7-00-00-00
557,2.8E-43,200,C8-00-00-00
558,2.82E-43,201,C9-00-00-00
559,2.83E-43,202,CA-00-00-00
560,2.83E-43,202,CA-00-00-00
561,2.84E-43,203,CB-00-00-00
562,2.86E-43,204,CC-00-00-00
563,2.87E-43,205,CD-00-00-00
564,2.87E-43,205,CD-00-00-00
565,2.89E-43,206,CE-00-00-00
566,2.9E-43,207,CF-00-00-00
567,2.91E-43,208,D0-00-00-00
568,2.91E-43,208,D0-00-00-00
569,2.93E-43,209,D1-00-00-00
570,2.94E-43,210,D2-00-00-00
571,2.96E-43,211,D3-00-00-00
572,2.96E-43,211,D3-00-00-00
573,2.97E-43,212,D4-00-00-00
574,2.98E-43,213,D5-00-00-00
575,3E-43,214,D6-00-00-00
576,3E-43,214,D6-00-00-00
577,3.01E-43,215,D7-00-00-00
578,3.03E-43,216,D8-00-00-00
579,3.04E-43,217,D9-00-00-00
580,3.05E-43,218,DA-00-00-00
581,3.05E-43,218,DA-00-00-00
582,3.07E-43,219,DB-00-00-00
583,3.08E-43,220,DC-00-00-00
584,3.1E-43,221,DD-00-00-00
585,3.11E-43,222,DE-00-00-00
586,3.11E-43,222,DE-00-00-00
587,3.12E-43,223,DF-00-00-00
588,3.14E-43,224,E0-00-00-00
589,3.15E-43,225,E1-00-00-00
590,3.17E-43,226,E2-00-00-00
591,3.18E-43,227,E3-00-00-00
592,3.2E-43,228,E4-00-00-00
593,3.21E-43,229,E5-00-00-00
594,3.22E-43,230,E6-00-00-00
595,3.24E-43,231,E7-00-00-00
596,3.24E-43,231,E7-00-00-00
597,3.25E-43,232,E8-00-00-00
598,3.27E-43,233,E9-00-00-00
599,3.28E-43,234,EA-00-00-00
600,3.28E-43,234,EA-00-00-00
601,3.3E-43,235,EB-00-00-00
602,3.31E-43,236,EC-00-00-00
603,3.32E-43,237,ED-00-00-00
604,3.34E-43,238,EE-00-00-00
605,3.35E-43,239,EF-00-00-00
606,3.36E-43,240,F0-00-00-00
607,3.38E-43,241,F1-00-00-00
608,3.39E-43,242,F2-00-00-00
609,3.4E-43,243,F3-00-00-00
610,3.42E-43,244,F4-00-00-00
611,3.43E-43,245,F5-00-00-00
612,3.45E-43,246,F6-00-00-00
613,3.46E-43,247,F7-00-00-00
614,3.48E-43,248,F8-00-00-00
615,3.49E-43,249,F9-00-00-00
616,3.5E-43,250,FA-00-00-00
617,3.52E-43,251,FB-00-00-00
618,3.53E-43,252,FC-00-00-00
619,3.55E-43,253,FD-00-00-00
620,3.56E-43,254,FE-00-00-00
621,3.57E-43,255,FF-00-00-00
622,3.57E-43,255,FF-00-00-00
623,3.59E-43,256,00-01-00-00
624,3.6E-43,257,01-01-00-00
625,3.62E-43,258,02-01-00-00
626,3.63E-43,259,03-01-00-00
627,3.64E-43,260,04-01-00-00
628,3.66E-43,261,05-01-00-00
629,3.67E-43,262,06-01-00-00
630,3.67E-43,262,06-01-00-00
631,3.69E-43,263,07-01-00-00
632,3.7E-43,264,08-01-00-00
633,3.71E-43,265,09-01-00-00
634,3.71E-43,265,09-01-00-00
635,3.73E-43,266,0A-01-00-00
636,3.74E-43,267,0B-01-00-00
637,3.76E-43,268,0C-01-00-00
638,3.77E-43,269,0D-01-00-00
639,3.78E-43,270,0E-01-00-00
640,3.8E-43,271,0F-01-00-00
641,3.81E-43,272,10-01-00-00
642,3.83E-43,273,11-01-00-00
643,3.84E-43,274,12-01-00-00
644,3.85E-43,275,13-01-00-00
645,3.87E-43,276,14-01-00-00
646,3.88E-43,277,15-01-00-00
647,3.9E-43,278,16-01-00-00
648,3.91E-43,279,17-01-00-00
649,3.92E-43,280,18-01-00-00
650,3.94E-43,281,19-01-00-00
651,3.95E-43,282,1A-01-00-00
652,3.97E-43,283,1B-01-00-00
653,3.98E-43,284,1C-01-00-00
654,4E-43,285,1D-01-00-00
655,4.01E-43,286,1E-01-00-00
656,4.02E-43,287,1F-01-00-00
657,4.04E-43,288,20-01-00-00
658,4.05E-43,289,21-01-00-00
659,4.06E-43,290,22-01-00-00
660,4.08E-43,291,23-01-00-00
661,4.09E-43,292,24-01-00-00
662,4.1E-43,293,25-01-00-00
663,4.12E-43,294,26-01-00-00
664,4.13E-43,295,27-01-00-00
665,4.15E-43,296,28-01-00-00
666,4.16E-43,297,29-01-00-00
667,4.18E-43,298,2A-01-00-00
668,4.19E-43,299,2B-01-00-00
669,4.2E-43,300,2C-01-00-00
670,4.22E-43,301,2D-01-00-00
671,4.23E-43,302,2E-01-00-00
672,4.25E-43,303,2F-01-00-00
673,4.26E-43,304,30-01-00-00
674,4.27E-43,305,31-01-00-00
675,4.29E-43,306,32-01-00-00
676,4.3E-43,307,33-01-00-00
677,4.32E-43,308,34-01-00-00
678,4.33E-43,309,35-01-00-00
679,4.34E-43,310,36-01-00-00
680,4.36E-43,311,37-01-00-00
681,4.37E-43,312,38-01-00-00
682,4.39E-43,313,39-01-00-00
683,4.4E-43,314,3A-01-00-00
684,4.41E-43,315,3B-01-00-00
685,4.43E-43,316,3C-01-00-00
686,4.44E-43,317,3D-01-00-00
687,4.46E-43,318,3E-01-00-00
688,4.47E-43,319,3F-01-00-00
689,0,0,00-00-00-00
690,1,1065353216,00-00-80-3F
691,2,1073741824,00-00-00-40
692,4,1082130432,00-00-80-40
693,8,1090519040,00-00-00-41
694,16,1098907648,00-00-80-41
695,32,1107296256,00-00-00-42
696,64,1115684864,00-00-80-42
697,128,1124073472,00-00-00-43
698,256,1132462080,00-00-80-43
699,512,1140850688,00-00-00-44
700,1024,1149239296,00-00-80-44
701,2048,1157627904,00-00-00-45
702,4096,1166016512,00-00-80-45
703,8192,1174405120,00-00-00-46
704,1,1065353216,00-00-80-3F
705,1,1065353216,00-00-80-3F
706,2,1073741824,00-00-00-40
707,4,1082130432,00-00-80-40
708,8,1090519040,00-00-00-41
709,16,1098907648,00-00-80-41
710,1,1065353216,00-00-80-3F
711,2,1073741824,00-00-00-40
712,4,1082130432,00-00-80-40
713,1,1065353216,00-00-80-3F
714,2,1073741824,00-00-00-40
715,3,1077936128,00-00-40-40
716,4,1082130432,00-00-80-40
717,1,1065353216,00-00-80-3F
718,2,1073741824,00-00-00-40
719,0,0,00-00-00-00
720,0,0,00-00-00-00
721,0,0,00-00-00-00
722,0,0,00-00-00-00
723,0,0,00-00-00-00
724,0,0,00-00-00-00
725,0,0,00-00-00-00
726,0,0,00-00-00-00
727,0,0,00-00-00-00
728,0,0,00-00-00-00
729,0,0,00-00-00-00
730,0,0,00-00-00-00
731,0,0,00-00-00-00
732,0,0,00-00-00-00
733,0,0,00-00-00-00
734,0,0,00-00-00-00
735,0,0,00-00-00-00
736,0,0,00-00-00-00
737,0,0,00-00-00-00
738,0,0,00-00-00-00
739,0,0,00-00-00-00
740,0,0,00-00-00-00
741,0,0,00-00-00-00
742,0,0,00-00-00-00
743,0,0,00-00-00-00
744,0,0,00-00-00-00
745,5,1084227584,00-00-A0-40
746,6,1086324736,00-00-C0-40
747,10,1092616192,00-00-20-41
748,30,1106247680,00-00-F0-41
749,30,1106247680,00-00-F0-41
750,34,1107820544,00-00-08-42
751,60,1114636288,00-00-70-42
752,12,1094713344,00-00-40-41
753,-19,-1047003136,00-00-98-C1
754,-16,-1048576000,00-00-80-C1
755,-16,-1048576000,00-00-80-C1
756,-24,-1044381696,00-00-C0-C1
757,16,1098907648,00-00-80-41
758,16,1098907648,00-00-80-41
759,32,1107296256,00-00-00-42
760,6,1086324736,00-00-C0-40
761,35,1108082688,00-00-0C-42
762,25,1103626240,00-00-C8-41
763,-4,-1065353216,00-00-80-C0
764,-14,-1050673152,00-00-60-C1
765,-14,-1050673152,00-00-60-C1
766,4,1082130432,00-00-80-40
767,14,1096810496,00-00-60-41
768,14,1096810496,00-00-60-41
769,0,0,00-00-00-00
770,0,0,00-00-00-00
771,-5,-1063256064,00-00-A0-C0
772,0,0,00-00-00-00
773,-4,-1065353216,00-00-80-C0
774,-1,-1082130432,00-00-80-BF
775,30,1106247680,00-00-F0-41
776,0.1,1036831949,CD-CC-CC-3D
