row,name,s_name,ofs,type,typename
268,last_roll_y,42320,235,2,float
269,last_roll_z,42344,236,2,float
270,old_dir,42368,237,2,float
271,reversing,42384,238,2,float
272,reversekey,42404,239,2,float
273,accelerating,42426,240,2,float
274,zoomin,42452,241,2,float
275,zoomout,42466,242,2,float
276,reverse_release,42482,243,2,float
277,current_surface,42514,244,2,float
278,cam,42546,245,2,float
279,tracking_speed,42554,246,2,float
280,chasecam_zoom,42584,247,2,float
281,last_prevsurf,42612,248,2,float
282,prev_surfangle1,42640,249,2,float
283,prev_surfangle2,42672,250,2,float
284,prev_surfangle3,42704,251,2,float
285,prev_surfangle4,42736,252,2,float
286,prev_surfangle5,42768,253,2,float
287,last_jump_touch,42800,254,2,float
288,last_velocity,42832,255,3,vector
289,last_velocity_x,42860,255,2,float
290,last_velocity_y,42892,256,2,float
291,last_velocity_z,42924,257,2,float
292,chasecam,42956,258,4,entity
293,last_flat_z,42974,259,2,float
294,is_racer,42998,260,1,string
295,car_index,43016,261,2,float
296,fwhl_offset,43036,262,3,vector
297,fwhl_offset_x,43060,262,2,float
298,fwhl_offset_y,43088,263,2,float
299,fwhl_offset_z,43116,264,2,float
300,rwhl_offset,43144,265,3,vector
301,rwhl_offset_x,43168,265,2,float
302,rwhl_offset_y,43196,266,2,float
303,rwhl_offset_z,43224,267,2,float
304,last_marker_num,43252,268,2,float
305,last_marker,43284,269,4,entity
306,next_marker,43308,270,4,entity
307,last_lap,43332,271,2,float
308,last_lap_time,43350,272,2,float
309,fastest_lap,43378,273,2,float
310,race_time,43402,274,2,float
311,racing_flags,43422,275,2,float
312,horn_time,43448,276,2,float
313,slide_time,43468,277,2,float
314,last_idle,43490,278,2,float
315,last_rev,43510,279,2,float
316,last_backrev,43528,280,2,float
317,last_slide,43554,281,2,float
318,last_steerchange,43576,282,2,float
319,last_engine1,43610,283,2,float
320,last_engine2,43636,284,2,float
321,last_engine_ratio,43662,285,2,float
322,last_engine_chan,43698,286,2,float
323,last_crash,43732,287,2,float
324,last_boost,43754,288,2,float
325,last_turnaround,43776,289,2,float
326,last_bot_marker,43808,290,2,float
327,last_comment,43840,291,2,float
328,last_land,43866,292,2,float
329,last_flags,43886,293,2,float
330,last_drift,43908,294,2,float
331,leave_ground_time,43930,295,2,float
332,ignition_time,43966,296,2,float
333,position,43994,297,2,float
334,ahead,44012,298,4,entity
335,behind,44024,299,4,entity
336,SNDLEN_ENGINE1,44038,300,2,float
337,SNDLEN_ENGINE2,44068,301,2,float
338,SAMP_ENGINE1,44098,302,1,string
339,SAMP_ENGINE2,44124,303,1,string
340,mine_attached,44150,304,4,entity
341,death_thinker,44178,305,4,entity
342,last_heading,44206,306,2,float
343,steering,44232,307,2,float
344,time_remaining,44250,308,2,float
345,last_time_remaining,44280,309,2,float
346,nailfire,44320,310,2,float
347,client_settings,44338,311,2,float
348,full_traction_time,44370,312,2,float
349,cult_cars,44408,313,2,float
350,bot_flags,44428,314,2,float
351,misc_flags,44448,315,2,float
352,basemodel,44470,316,2,float
353,nexttrack,44490,317,1,string
354,race_type,44510,318,1,string
355,start_challenge,44530,319,2,float
356,spawn_time,48991,320,2,float
357,healamount,59773,321,2,float
358,healtype,59795,322,2,float
359,sight_out,61843,323,2,float
360,hit_z,63912,324,2,float
361,dmgtime,69822,325,2,float
362,lastpostorg,70776,326,3,vector
363,lastpostorg_x,70800,326,2,float
364,lastpostorg_y,70828,327,2,float
365,lastpostorg_z,70856,328,2,float
366,backup_velocity,70884,329,3,vector
367,backup_velocity_x,70916,329,2,float
368,backup_velocity_y,70952,330,2,float
369,backup_velocity_z,70988,331,2,float
370,last_think_time,71024,332,2,float
371,maxspeed,71056,333,2,float
372,last_changemaxspeed_time,71074,334,2,float
373,speeding_up,71124,335,2,float
374,e_avoid,71177,336,4,entity
375,last_guide_touch,80368,337,2,float
376,last_cant_walk,80402,338,2,float
