row,name,s_name,ofs,type,typename
212,pausetime,30813,193,2,float
213,movetarget,30833,194,4,entity
214,aflag,30855,195,2,float
215,dmg,30867,196,2,float
216,cnt,30875,197,2,float
217,think1,30883,198,6,void()
218,finaldest,30897,199,3,vector
219,finaldest_x,30917,199,2,float
220,finaldest_y,30941,200,2,float
221,finaldest_z,30965,201,2,float
222,finalangle,30989,202,3,vector
223,finalangle_x,31011,202,2,float
224,finalangle_y,31037,203,2,float
225,finalangle_z,31063,204,2,float
226,count,31089,205,2,float
227,lip,31101,206,2,float
228,state,31109,207,2,float
229,pos1,31121,208,3,vector
230,pos1_x,31131,208,2,float
231,pos1_y,31145,209,2,float
232,pos1_z,31159,210,2,float
233,pos2,31173,211,3,vector
234,pos2_x,31183,211,2,float
235,pos2_y,31197,212,2,float
236,pos2_z,31211,213,2,float
237,height,31225,214,2,float
238,waitmin,31239,215,2,float
239,waitmax,31255,216,2,float
240,distance,31271,217,2,float
241,volume,31289,218,2,float
242,hit_z,37363,219,2,float
