row,name,s_name,ofs,type,typename
133,ammo_cell,26103,118,2,float
134,ammo_mine,26113,119,2,float
135,wepv,26123,120,2,float
136,spawn_finished,26128,121,2,float
137,unstealth_finished,26143,122,2,float
138,missileview_on,26162,123,2,float
139,lives,26177,124,2,float
140,accesslvl,26183,125,2,float
141,accessparm,26193,126,2,float
142,twonumbers,26204,127,2,float
143,numcurspos,26215,128,2,float
144,gettingnum,26226,129,2,float
145,tur1,26237,130,4,entity
146,tur2,26242,131,4,entity
147,radiuskiller,26247,132,4,entity
148,lastmiss,26260,133,4,entity
149,wad,27658,134,1,string
150,map,27662,135,1,string
151,worldtype,27666,136,2,float
152,killtarget,27676,137,1,string
153,light_lev,27687,138,2,float
154,style,27697,139,2,float
155,th_stand,27703,140,6,void()
156,th_walk,27712,141,6,void()
157,th_run,27720,142,6,void()
158,th_missile,27727,143,6,void()
159,th_melee,27738,144,6,void()
160,th_pain,27747,145,6,void()
161,th_die,27755,146,6,void()
162,oldenemy,27762,147,4,entity
163,speed,27771,148,2,float
164,lefty,27777,149,2,float
165,search_time,27783,150,2,float
166,attack_state,27795,151,2,float
167,walkframe,27851,152,2,float
168,attack_finished,27861,153,2,float
169,pain_finished,27877,154,2,float
170,invincible_finished,27891,155,2,float
171,invisible_finished,27911,156,2,float
172,super_damage_finished,27930,157,2,float
173,radsuit_finished,27952,158,2,float
174,invincible_time,27969,159,2,float
175,invincible_sound,27985,160,2,float
176,invisible_time,28002,161,2,float
177,invisible_sound,28017,162,2,float
178,super_time,28033,163,2,float
179,super_sound,28044,164,2,float
180,rad_time,28056,165,2,float
181,fly_sound,28065,166,2,float
182,axhitme,28075,167,2,float
183,show_hostile,28083,168,2,float
184,jump_flag,28096,169,2,float
185,swim_flag,28106,170,2,float
186,air_finished,28116,171,2,float
187,bubble_count,28129,172,2,float
188,deathtype,28142,173,1,string
189,mdl,28152,174,1,string
190,mangle,28156,175,3,vector
191,mangle_x,28163,175,2,float
192,mangle_y,28172,176,2,float
193,mangle_z,28181,177,2,float
194,t_length,28190,178,2,float
195,t_width,28199,179,2,float
196,dest,28207,180,3,vector
197,dest_x,28212,180,2,float
198,dest_y,28219,181,2,float
199,dest_z,28226,182,2,float
200,dest1,28233,183,3,vector
201,dest1_x,28239,183,2,float
202,dest1_y,28247,184,2,float
203,dest1_z,28255,185,2,float
204,dest2,28263,186,3,vector
205,dest2_x,28269,186,2,float
206,dest2_y,28277,187,2,float
207,dest2_z,28285,188,2,float
208,wait,28293,189,2,float
209,delay,28298,190,2,float
210,trigger_field,28304,191,4,entity
211,noise4,28318,192,1,string
212,pausetime,28325,193,2,float
213,movetarget,28335,194,4,entity
214,aflag,28346,195,2,float
215,dmg,28352,196,2,float
216,cnt,28356,197,2,float
217,think1,28360,198,6,void()
218,finaldest,28367,199,3,vector
219,finaldest_x,28377,199,2,float
220,finaldest_y,28389,200,2,float
221,finaldest_z,28401,201,2,float
222,finalangle,28413,202,3,vector
223,finalangle_x,28424,202,2,float
224,finalangle_y,28437,203,2,float
225,finalangle_z,28450,204,2,float
226,count,28463,205,2,float
227,lip,28469,206,2,float
228,state,28473,207,2,float
229,pos1,28479,208,3,vector
230,pos1_x,28484,208,2,float
231,pos1_y,28491,209,2,float
232,pos1_z,28498,210,2,float
233,pos2,28505,211,3,vector
234,pos2_x,28510,211,2,float
235,pos2_y,28517,212,2,float
236,pos2_z,28524,213,2,float
237,height,28531,214,2,float
238,waitmin,28538,215,2,float
239,waitmax,28546,216,2,float
240,distance,28554,217,2,float
241,volume,28563,218,2,float
242,hit_z,30897,219,2,float
