row,name,s_name,ofs,type,typename
80,button2,46283,67,2,float
81,impulse,46299,68,2,float
82,fixangle,46315,69,2,float
83,v_angle,46333,70,3,vector
84,v_angle_x,46349,70,2,float
85,v_angle_y,46369,71,2,float
86,v_angle_z,46389,72,2,float
87,idealpitch,46409,73,2,float
88,netname,46431,74,1,string
89,enemy,46447,75,4,entity
90,flags,46459,76,2,float
91,colormap,46471,77,2,float
92,team,46489,78,2,float
93,max_health,46499,79,2,float
94,teleport_time,46521,80,2,float
95,armortype,46549,81,2,float
96,armorvalue,46569,82,2,float
97,waterlevel,46591,83,2,float
98,watertype,46613,84,2,float
99,ideal_yaw,46633,85,2,float
100,yaw_speed,46653,86,2,float
101,aiment,46673,87,4,entity
102,goalentity,46687,88,4,entity
103,spawnflags,46709,89,2,float
104,target,46731,90,1,string
105,targetname,46745,91,1,string
106,dmg_take,46767,92,2,float
107,dmg_save,46785,93,2,float
108,dmg_inflictor,46803,94,4,entity
109,owner,46831,95,4,entity
110,movedir,46843,96,3,vector
111,movedir_x,46859,96,2,float
112,movedir_y,46879,97,2,float
113,movedir_z,46899,98,2,float
114,message,46919,99,1,string
115,sounds,46935,100,2,float
116,noise,46949,101,1,string
117,noise1,46961,102,1,string
118,noise2,46975,103,1,string
119,noise3,46989,104,1,string
120,wad,48808,105,1,string
121,map,48816,106,1,string
122,worldtype,48824,107,2,float
123,killtarget,48844,108,1,string
124,light_lev,48866,109,2,float
125,style,48886,110,2,float
126,th_stand,48898,111,6,void()
127,th_walk,48916,112,6,void()
128,th_run,48932,113,6,void()
129,th_missile,48946,114,6,void()
130,th_melee,48968,115,6,void()
131,th_pain,48986,116,6,void()
132,th_die,49002,117,6,void()
133,oldenemy,49016,118,4,entity
134,speed,49034,119,2,float
135,lefty,49046,120,2,float
136,search_time,49058,121,2,float
137,attack_state,49082,122,2,float
138,walkframe,49151,123,2,float
139,attack_finished,49171,124,2,float
140,pain_finished,49203,125,2,float
141,invincible_finished,49231,126,2,float
142,invisible_finished,49271,127,2,float
143,super_damage_finished,49309,128,2,float
144,radsuit_finished,49353,129,2,float
145,invincible_time,49387,130,2,float
146,invincible_sound,49419,131,2,float
147,invisible_time,49453,132,2,float
148,invisible_sound,49483,133,2,float
149,super_time,49515,134,2,float
150,super_sound,49537,135,2,float
151,rad_time,49561,136,2,float
152,fly_sound,49579,137,2,float
153,axhitme,49599,138,2,float
154,show_hostile,49615,139,2,float
155,jump_flag,49641,140,2,float
156,swim_flag,49661,141,2,float
157,air_finished,49681,142,2,float
158,bubble_count,49707,143,2,float
159,deathtype,49733,144,1,string
160,mdl,49753,145,1,string
161,mangle,49761,146,3,vector
162,mangle_x,49775,146,2,float
163,mangle_y,49793,147,2,float
164,mangle_z,49811,148,2,float
165,t_length,49829,149,2,float
166,t_width,49847,150,2,float
167,dest,49863,151,3,vector
168,dest_x,49873,151,2,float
169,dest_y,49887,152,2,float
170,dest_z,49901,153,2,float
171,dest1,49915,154,3,vector
172,dest1_x,49927,154,2,float
173,dest1_y,49943,155,2,float
174,dest1_z,49959,156,2,float
175,dest2,49975,157,3,vector
176,dest2_x,49987,157,2,float
177,dest2_y,50003,158,2,float
178,dest2_z,50019,159,2,float
179,wait,50035,160,2,float
180,delay,50045,161,2,float
181,trigger_field,50057,162,4,entity
182,noise4,50085,163,1,string
183,pausetime,50099,164,2,float
184,movetarget,50119,165,4,entity
185,aflag,50141,166,2,float
186,dmg,50153,167,2,float
187,cnt,50161,168,2,float
188,think1,50169,169,6,void()
189,finaldest,50183,170,3,vector
190,finaldest_x,50203,170,2,float
191,finaldest_y,50227,171,2,float
192,finaldest_z,50251,172,2,float
193,finalangle,50275,173,3,vector
194,finalangle_x,50297,173,2,float
195,finalangle_y,50323,174,2,float
196,finalangle_z,50349,175,2,float
197,count,50375,176,2,float
198,lip,50387,177,2,float
199,state,50395,178,2,float
200,pos1,50407,179,3,vector
201,pos1_x,50417,179,2,float
202,pos1_y,50431,180,2,float
203,pos1_z,50445,181,2,float
204,pos2,50459,182,3,vector
205,pos2_x,50469,182,2,float
206,pos2_y,50483,183,2,float
207,pos2_z,50497,184,2,float
208,height,50511,185,2,float
209,waitmin,50525,186,2,float
210,waitmax,50541,187,2,float
211,distance,50557,188,2,float
212,volume,50575,189,2,float
213,chess_flags,51708,190,2,float
214,chess_team,51732,191,1,string
215,location,51754,192,2,float
216,location_str,51772,193,1,string
217,last_voice,51798,194,2,float
218,last_voice_entity,51820,195,4,entity
219,opponent,51856,196,4,entity
220,last_vel,51874,197,3,vector
221,last_vel_x,51892,197,2,float
222,last_vel_y,51914,198,2,float
223,last_vel_z,51936,199,2,float
224,orig_angle,51958,200,3,vector
225,orig_angle_x,51980,200,2,float
226,orig_angle_y,52006,201,2,float
227,orig_angle_z,52032,202,2,float
228,attack_missile,52058,203,4,entity
229,last_color,52088,204,2,float
230,turn_starttime,52110,205,2,float
231,last_message,52140,206,1,string
232,pointer,52166,207,4,entity
233,last_moved,52182,208,4,entity
234,healamount,56153,209,2,float
235,healtype,56175,210,2,float
236,sight_out,58175,211,2,float
237,hit_z,59852,212,2,float
238,dmgtime,63986,213,2,float
239,inpain,80944,214,2,float
