row,floatVal,intVal
382,1.86E-43,133
383,1.88E-43,134
384,1.89E-43,135
385,1.9E-43,136
386,1.92E-43,137
387,1.93E-43,138
388,1.95E-43,139
389,1.96E-43,140
390,1.98E-43,141
391,1.99E-43,142
392,2E-43,143
393,2.02E-43,144
394,2.03E-43,145
395,2.05E-43,146
396,2.05E-43,146
397,2.06E-43,147
398,2.07E-43,148
399,2.09E-43,149
400,2.1E-43,150
401,2.12E-43,151
402,2.12E-43,151
403,2.13E-43,152
404,2.14E-43,153
405,2.16E-43,154
406,2.16E-43,154
407,2.17E-43,155
408,2.19E-43,156
409,2.2E-43,157
410,2.2E-43,157
411,2.21E-43,158
412,2.23E-43,159
413,2.24E-43,160
414,2.26E-43,161
415,2.27E-43,162
416,2.28E-43,163
417,2.3E-43,164
418,2.31E-43,165
419,2.33E-43,166
420,2.34E-43,167
421,2.35E-43,168
422,2.37E-43,169
423,2.38E-43,170
424,2.38E-43,170
425,2.4E-43,171
426,2.41E-43,172
427,2.42E-43,173
428,2.42E-43,173
429,2.44E-43,174
430,2.45E-43,175
431,2.47E-43,176
432,2.48E-43,177
433,2.5E-43,178
434,2.51E-43,179
435,2.51E-43,179
436,2.52E-43,180
437,2.54E-43,181
438,2.55E-43,182
439,2.55E-43,182
440,2.56E-43,183
441,2.58E-43,184
442,2.59E-43,185
443,2.6E-43,186
444,2.62E-43,187
445,2.63E-43,188
446,2.65E-43,189
447,1E-45,1
448,3E-45,2
449,4E-45,3
450,6E-45,4
451,7E-45,5
452,8E-45,6
453,1E-44,7
454,1.1E-44,8
455,1.3E-44,9
456,1.4E-44,10
457,1.5E-44,11
458,1.7E-44,12
459,1.8E-44,13
460,2E-44,14
461,2.1E-44,15
462,2.2E-44,16
463,2.4E-44,17
464,2.5E-44,18
465,2.7E-44,19
466,2.8E-44,20
467,3E-44,21
468,3.1E-44,22
469,3.2E-44,23
470,3.4E-44,24
471,3.5E-44,25
472,3.6E-44,26
473,3.8E-44,27
474,3.9E-44,28
475,4E-44,29
476,4.2E-44,30
477,4.3E-44,31
478,4.5E-44,32
479,4.6E-44,33
480,4.8E-44,34
481,4.9E-44,35
482,5E-44,36
483,5.2E-44,37
484,5.3E-44,38
485,5.5E-44,39
486,5.6E-44,40
487,5.7E-44,41
488,5.9E-44,42
489,6E-44,43
490,6.2E-44,44
491,6.3E-44,45
492,6.4E-44,46
493,6.6E-44,47
494,6.7E-44,48
495,6.9E-44,49
496,7E-44,50
497,7.1E-44,51
498,7.3E-44,52
499,7.4E-44,53
500,7.6E-44,54
501,7.7E-44,55
502,7.8E-44,56
503,8E-44,57
504,8.1E-44,58
505,8.3E-44,59
506,8.4E-44,60
507,8.5E-44,61
508,8.7E-44,62
509,8.8E-44,63
510,9E-44,64
511,9.1E-44,65
512,1E-43,71
513,9.8E-44,70
514,1.04E-43,74
515,1.01E-43,72
516,1.05E-43,75
517,9.2E-44,66
518,1.08E-43,77
519,9.4E-44,67
520,1.64E-43,117
521,1.74E-43,124
522,1.61E-43,115
523,9.5E-44,68
524,0,0
525,0,0
526,0,0
527,0,0
528,-1,-1082130432
529,0,0
530,0,0
531,0,0
532,0,0
533,0,0
534,0,0
535,0,0
536,1,1065353216
537,0,0
538,0,0
539,0,0
540,0,0
541,-2,-1073741824
542,0,0
543,0,0
544,0,0
545,0,0
546,0,0
547,0,0
548,0,0
549,-1,-1082130432
550,0,0
551,0,0
552,0,0
553,0,0
554,0,0
555,0,0
556,0,0
557,0,0
558,0,0
559,9.7E-44,69
560,0,0
561,0,0
562,0,0
563,0,0
564,0,0
565,0,0
566,0,0
567,0,0
568,0,0
569,9.32E-43,665
570,0,0
571,0,0
572,0,0
573,0,0
574,0,0
575,0,0
576,0,0
577,0,0
578,0,0
579,0,0
580,0,0
581,0,0
582,0,0
583,0,0
584,0,0
585,0,0
586,0,0
587,0,0
588,9.73E-43,694
589,0,0
590,0,0
591,0,0
592,0,0
593,0,0
594,0,0
595,0,0
596,0,0
597,0,0
598,0,0
599,0,0
600,0,0
601,0,0
602,0,0
603,0.1,1036831949
604,0,0
605,0,0
606,0,0
607,0,0
608,0,0
609,0,0
610,0,0
611,0,0
612,0,0
613,0,0
614,0,0
615,0,0
616,0,0
617,0,0
618,0,0
619,0,0
620,0,0
621,0,0
622,0,0
623,0,0
624,0,0
625,0,0
626,0,0
627,0,0
628,0,0
629,0,0
630,0,0
631,0,0
632,0,0
633,0,0
634,0,0
635,0,0
636,0,0
637,0,0
638,1.02E-43,73
639,0,0
640,0,0
641,0,0
642,0,0
643,0,0
644,0,0
645,0,0
646,0,0
647,0,0
648,0,0
649,0,0
650,0,0
651,0,0
652,0,0
653,0,0
654,0,0
655,0,0
656,0,0
657,0,0
658,0,0
659,0,0
660,0,0
661,0,0
662,0,0
663,0,0
664,0,0
665,0,0
666,0,0
667,0,0
668,0,0
669,0,0
670,0,0
671,0,0
672,0,0
673,0,0
674,0,0
675,0,0
676,0,0
677,0,0
678,0,0
679,0,0
680,0,0
681,0,0
682,0,0
683,0,0
684,0,0
685,0,0
686,0,0
687,0,0
688,0,0
689,0,0
690,0,0
691,1.06E-43,76
692,0,0
693,0,0
694,0,0
695,0,0
696,0,0
697,0,0
698,0,0
699,1.145E-42,817
700,0,0
701,0,0
702,0,0
703,0,0
704,0,0
705,0,0
706,0,0
707,0,0
708,0,0
709,0,0
710,0,0
711,0,0
712,1.16E-42,828
713,0,0
714,0,0
715,0,0
716,0,0
717,0,0
718,0,0
719,0,0
720,1.17E-42,835
721,0,0
722,0,0
723,0,0
724,0,0
725,0,0
726,0,0
727,0,0
728,0,0
729,0,0
730,0,0
731,1.1E-43,78
732,0,0
733,0,0
734,0,0
735,0,0
736,0,0
737,1.33E-43,95
738,1.11E-43,79
739,0,0
740,0,0
741,0,0
742,0,0
743,0,0
744,0,0
745,0,0
746,0,0
747,1.26E-43,90
748,1.214E-42,866
749,1.198E-42,855
750,7.75E-43,553
751,7.55E-43,539
752,1.066E-42,761
753,1.097E-42,783
754,1.085E-42,774
755,1.013E-42,723
756,1.015E-42,724
757,1.51E-43,108
758,1.15E-43,82
759,0,0
760,0,0
761,0,0
762,0,0
763,1.12E-43,80
764,0,0
765,0,0
766,0,0
767,0,0
768,0,0
769,0,0
770,0,0
771,0,0
772,0,0
773,0,0
774,0,0
775,0,0
776,0,0
777,0,0
778,0,0
779,0,0
780,0,0
781,0,0
782,0,0
783,0,0
784,0,0
785,0,0
786,0,0
787,0,0
788,80,1117782016
789,0,0
790,1.14E-43,81
791,0,0
792,0,0
793,0,0
794,0,0
795,0,0
796,0,0
797,0,0
798,0,0
799,0,0
800,0,0
801,0,0
802,0,0
803,0,0
804,0,0
805,0,0
806,0,0
807,0,0
808,0,0
809,0,0
810,0,0
811,0,0
812,0,0
813,0,0
814,0,0
815,0,0
816,0,0
817,0,0
818,0,0
819,0,0
820,0,0
821,0,0
822,0,0
823,1.292E-42,922
824,0,0
825,0,0
826,0,0
827,0,0
828,0,0
829,0,0
830,0,0
831,0,0
832,0.9,1063675494
833,0,0
834,0,0
835,0,0
836,0.2,1045220557
837,0.4,1053609165
838,0,0
839,0,0
840,0.05,1028443341
841,0,0
842,0,0
843,0,0
844,0,0
845,0,0
846,0,0
847,0,0
848,0,0
849,0,0
850,0,0
851,0,0
852,0,0
853,0,0
854,0,0
855,1.35E-43,96
856,1.32E-43,94
857,1.16E-43,83
858,0,0
859,1.18E-43,84
860,0,0
861,0,0
862,0,0
863,0,0
864,0,0
865,0,0
866,0,0
867,0,0
868,0,0
869,0,0
870,0,0
871,0,0
872,0,0
873,0,0
874,0,0
875,0,0
876,0,0
877,0,0
878,0,0
879,0,0
880,0,0
881,0,0
882,0,0
883,0,0
884,0,0
885,0,0
886,0,0
887,0,0
888,0,0
889,0,0
890,0,0
891,0,0
892,0,0
893,0,0
894,20,1101004800
895,1.19E-43,85
896,0,0
897,0,0
898,0,0
899,0,0
900,0,0
901,0,0
902,0,0
903,0,0
904,0,0
905,0,0
906,0,0
907,0,0
908,0,0
909,0,0
910,0,0
911,0,0
912,60,1114636288
913,0,0
914,0,0
915,0,0
916,0,0
917,0,0
918,0,0
919,0,0
920,0,0
921,1.2E-43,86
922,0,0
923,0,0
924,0,0
925,0,0
926,0,0
927,0,0
928,0,0
929,0,0
930,0,0
931,0,0
932,0,0
933,0,0
934,0,0
935,0,0
936,0,0
937,0,0
938,0,0
939,0,0
940,0,0
941,0,0
942,0,0
943,0,0
944,0,0
945,0,0
946,0,0
947,0,0
948,1.22E-43,87
949,0,0
950,0,0
951,0,0
952,0,0
953,0,0
954,0,0
955,0,0
956,0,0
957,0,0
958,0,0
959,0,0
960,0,0
961,0,0
962,0,0
963,0,0
964,0,0
965,0,0
966,0,0
967,0,0
968,0,0
969,0,0
970,0,0
971,0,0
972,0,0
973,0,0
974,0,0
975,0,0
976,0,0
977,0,0
978,0,0
979,0,0
980,0,0
981,0,0
982,0,0
983,0,0
984,0,0
985,0,0
986,0,0
987,0.3,1050253722
988,0,0
989,0,0
990,0,0
991,0,0
992,1.23E-43,88
993,0,0
994,0,0
995,0,0
996,0,0
997,0,0
998,0,0
999,0,0
1000,0,0
1001,0,0
1002,0,0
1003,0,0
1004,0,0
1005,0,0
1006,0,0
1007,0,0
1008,0,0
1009,0,0
1010,0,0
1011,0,0
1012,0,0
1013,0,0
1014,0,0
1015,0,0
1016,0,0
1017,0,0
1018,0,0
1019,0,0
1020,0,0
1021,0,0
1022,0,0
1023,0,0
1024,0,0
1025,0,0
1026,0,0
1027,0,0
1028,0,0
1029,600,1142292480
1030,0,0
1031,0,0
1032,0,0
1033,0,0
1034,0,0
1035,0,0
1036,0,0
1037,1.25E-43,89
1038,0,0
1039,0,0
1040,0,0
1041,0,0
1042,0,0
1043,0,0
1044,0,0
1045,0,0
1046,0,0
1047,0,0
1048,0,0
1049,0,0
1050,0,0
1051,0,0
1052,0,0
1053,0,0
1054,0,0
1055,0,0
1056,0,0
1057,0,0
1058,0,0
1059,0,0
1060,0,0
1061,0,0
1062,0,0
1063,0,0
1064,0,0
1065,0,0
1066,0,0
1067,0,0
1068,0,0
1069,0,0
1070,0,0
1071,0,0
1072,0,0
1073,0,0
1074,0,0
1075,0,0
1076,0,0
1077,0,0
1078,0,0
1079,0,0
1080,0,0
1081,1.28E-43,91
1082,1.3E-43,93
1083,1.167E-42,833
1084,1.256E-42,896
1085,1.249E-42,891
1086,0,0
1087,0,0
1088,0,0
1089,0,0
1090,360,1135869952
1091,0,0
1092,0,0
1093,0,0
1094,0,0
1095,0,0
1096,0,0
1097,1.501E-42,1071
1098,0,0
1099,0,0
1100,-8,-1056964608
1101,-8,-1056964608
1102,-8,-1056964608
1103,8,1090519040
1104,8,1090519040
1105,8,1090519040
1106,1.29E-43,92
1107,0,0
1108,0,0
1109,0,0
1110,0,0
1111,0,0
1112,1.583E-42,1130
1113,0,0
1114,1.602E-42,1143
1115,0,0
1116,0,0
1117,0,0
1118,0,0
1119,0,0
1120,0,0
1121,0,0
1122,0,0
1123,0,0
1124,0,0
1125,0,0
1126,0,0
1127,0,0
1128,0,0
1129,0,0
1130,0,0
1131,0,0
1132,999999,1232348144
1133,0,0
1134,0,0
1135,0,0
1136,0,0
1137,0,0
1138,0,0
1139,0,0
1140,0,0
1141,0,0
1142,0,0
1143,0,0
1144,0,0
1145,0,0
1146,0,0
1147,0,0
1148,0,0
1149,0,0
1150,0,0
1151,0,0
1152,0,0
1153,0,0
1154,0,0
1155,0,0
1156,0,0
1157,0,0
1158,0,0
1159,0,0
1160,0,0
1161,0,0
1162,0,0
1163,0,0
1164,120,1123024896
1165,0,0
1166,500,1140457472
1167,0,0
1168,1000,1148846080
1169,0,0
1170,0,0
1171,0,0
1172,0,0
1173,0,0
1174,0,0
1175,0,0
1176,0,0
1177,0,0
1178,0,0
1179,0,0
1180,0,0
1181,0,0
1182,0,0
1183,0,0
1184,0,0
1185,0,0
1186,0,0
1187,0,0
1188,0,0
1189,0,0
1190,0,0
1191,0,0
1192,0,0
1193,0,0
1194,0,0
1195,0,0
1196,0,0
1197,0,0
1198,0,0
1199,0,0
1200,0,0
1201,0,0
1202,0,0
1203,0,0
1204,0,0
1205,0,0
1206,0,0
1207,0,0
1208,0,0
1209,0,0
1210,0,0
1211,0,0
1212,0,0
1213,0,0
1214,0,0
1215,0,0
1216,1.36E-43,97
1217,0,0
1218,0,0
1219,0,0
1220,0,0
1221,0,0
1222,0,0
1223,0,0
1224,0,0
1225,0,0
1226,0,0
1227,0,0
1228,0,0
1229,0,0
1230,0,0
1231,0,0
1232,0,0
1233,0,0
1234,1.37E-43,98
1235,0,0
1236,0,0
1237,0,0
1238,1.689E-42,1205
1239,0,0
1240,0,0
1241,1.711E-42,1221
1242,0,0
1243,1.736E-42,1239
1244,0,0
1245,1.76E-42,1256
1246,0,0
1247,1.788E-42,1276
1248,0,0
1249,1.809E-42,1291
1250,0,0
1251,1.833E-42,1308
1252,0,0
1253,1.854E-42,1323
1254,0,0
1255,1.879E-42,1341
1256,0,0
1257,1.9E-42,1356
1258,0,0
1259,1.925E-42,1374
1260,0,0
1261,1.942E-42,1386
1262,0,0
1263,1.963E-42,1401
1264,0,0
1265,1.991E-42,1421
1266,0,0
1267,2.018E-42,1440
1268,0,0
1269,2.04E-42,1456
1270,0,0
1271,2.063E-42,1472
1272,0,0
1273,2.082E-42,1486
1274,0,0
1275,2.112E-42,1507
1276,0,0
1277,0,0
1278,0,0
1279,2.136E-42,1524
1280,0,0
1281,2.164E-42,1544
1282,0,0
1283,2.192E-42,1564
1284,2.22E-42,1584
1285,0,0
1286,2.248E-42,1604
1287,0,0
1288,2.266E-42,1617
1289,0,0
1290,2.293E-42,1636
1291,0,0
1292,2.316E-42,1653
1293,1.39E-43,99
1294,0,0
1295,0,0
1296,0,0
1297,0,0
1298,0,0
1299,1.4E-43,100
1300,0,0
1301,0,0
1302,0,0
1303,0,0
1304,0,0
1305,0,0
1306,0,0
1307,0,0
1308,0,0
1309,0,0
1310,0,0
1311,0,0
1312,0,0
1313,0,0
1314,0,0
1315,0,0
1316,0,0
1317,0,0
1318,0,0
1319,0,0
1320,0,0
1321,0,0
1322,0,0
1323,0,0
1324,0,0
1325,0,0
1326,0,0
1327,0,0
1328,0,0
1329,0,0
1330,0,0
1331,0,0
1332,0,0
1333,0,0
1334,0,0
1335,0,0
1336,0,0
1337,0,0
1338,1.42E-43,101
1339,0,0
1340,0,0
1341,1.43E-43,102
1342,0,0
1343,0,0
1344,180,1127481344
1345,0,0
1346,1.44E-43,103
1347,0,0
1348,1.46E-43,104
1349,0,0
1350,0,0
1351,1.47E-43,105
1352,0,0
1353,0,0
1354,0,0
1355,0,0
1356,0,0
1357,2.45E-42,1748
1358,0,0
1359,1.49E-43,106
1360,0,0
1361,0,0
1362,0,0
1363,1.5E-43,107
1364,0,0
1365,0,0
1366,0,0
1367,0,0
1368,0,0
1369,0,0
1370,0,0
1371,0,0
1372,0,0
1373,0,0
1374,0,0
1375,0,0
1376,0,0
1377,0,0
1378,0,0
1379,0,0
1380,0,0
1381,0,0
1382,0,0
1383,0,0
1384,0,0
1385,1.53E-43,109
1386,0,0
1387,0,0
1388,0,0
1389,0,0
1390,45,1110704128
1391,0,0
1392,315,1134395392
1393,0,0
1394,0,0
1395,1.446E-42,1032
1396,1.672E-42,1193
1397,1.54E-43,110
1398,0,0
1399,0,0
1400,0,0
1401,0,0
1402,0,0
1403,0,0
1404,0,0
1405,0,0
1406,0,0
1407,0,0
1408,0,0
1409,0,0
1410,0,0
1411,1.56E-43,111
1412,0,0
1413,0,0
1414,0,0
1415,1.57E-43,112
1416,0,0
1417,0,0
1418,0,0
1419,1.58E-43,113
1420,0,0
1421,0,0
1422,0,0
1423,90,1119092736
1424,-90,-1028390912
1425,0,0
1426,0,0
1427,0,0
1428,0,0
1429,0,0
1430,0,0
1431,0,0
1432,1.6E-43,114
1433,0,0
1434,0,0
1435,0,0
1436,0,0
1437,0,0
1438,0,0
1439,0,0
1440,0,0
1441,0,0
1442,0,0
1443,0,0
1444,0,0
1445,0,0
1446,0,0
1447,0,0
1448,0,0
1449,0,0
1450,0,0
1451,0,0
1452,0,0
1453,0,0
1454,0,0
1455,0,0
1456,0,0
1457,0,0
1458,0,0
1459,0,0
1460,0,0
1461,0,0
1462,0,0
1463,0,0
1464,0,0
1465,0,0
1466,0,0
1467,0,0
1468,0,0
1469,0,0
1470,0,0
1471,0,0
1472,0,0
1473,0,0
1474,0,0
1475,0,0
1476,0,0
1477,0,0
1478,0,0
1479,0,0
1480,2.56E-43,183
1481,3.22E-43,230
1482,3.45E-43,246
1483,5.16E-43,368
1484,0,0
1485,0,0
1486,0,0
1487,0,0
1488,0,0
1489,0,0
1490,0,0
1491,0.5,1056964608
1492,0,0
1493,0,0
1494,0,0
1495,0,0
1496,0,0
1497,0,0
1498,0,0
1499,0,0
1500,0,0
1501,0,0
1502,0,0
1503,0,0
1504,0,0
1505,0,0
1506,0,0
1507,0,0
1508,0,0
1509,0,0
1510,0,0
1511,0,0
1512,0,0
1513,0,0
1514,0,0
1515,0,0
1516,0,0
1517,0,0
1518,0,0
1519,15,1097859072
1520,15,1097859072
1521,0,0
1522,0,0
1523,0,0
1524,0,0
1525,0,0
1526,0,0
1527,0,0
1528,0,0
1529,0,0
1530,0,0
1531,0,0
1532,-15,-1049624576
1533,-15,-1049624576
1534,0,0
1535,0,0
1536,0,0
1537,0,0
1538,0,0
1539,0,0
1540,0,0
1541,0,0
1542,0,0
1543,0,0
1544,0,0
1545,-15,-1049624576
1546,15,1097859072
1547,0,0
1548,0,0
1549,0,0
1550,0,0
1551,0,0
1552,0,0
1553,0,0
1554,0,0
1555,0,0
1556,0,0
1557,0,0
1558,15,1097859072
1559,-15,-1049624576
1560,0,0
1561,0,0
1562,0,0
1563,0,0
1564,0,0
1565,1.63E-43,116
1566,0,0
1567,0,0
1568,0,0
1569,0,0
1570,-99,-1027211264
1571,0,0
1572,0,0
1573,0,0
1574,0,0
1575,0,0
1576,0,0
1577,0,0
1578,0,0
1579,0,0
1580,0,0
1581,0,0
1582,0,0
1583,0,0
1584,0,0
1585,0,0
1586,0,0
1587,0,0
1588,0,0
1589,0,0
1590,0,0
1591,0,0
1592,0,0
1593,0,0
1594,0,0
1595,0,0
1596,0,0
1597,0,0
1598,0,0
1599,0,0
1600,0,0
1601,0,0
1602,0,0
1603,0,0
1604,0,0
1605,0,0
1606,0,0
1607,0,0
1608,0,0
1609,0,0
1610,0,0
1611,0,0
1612,0,0
1613,0,0
1614,0,0
1615,0,0
1616,0,0
1617,0,0
1618,0,0
1619,0,0
1620,0,0
1621,0,0
1622,0,0
1623,0,0
1624,0,0
1625,0,0
1626,0,0
1627,0,0
1628,0,0
1629,0,0
1630,0,0
1631,0,0
1632,0,0
1633,0,0
1634,0,0
1635,0,0
1636,0,0
1637,0,0
1638,0,0
1639,0,0
1640,0,0
1641,0,0
1642,0,0
1643,0,0
1644,0,0
1645,0,0
1646,0,0
1647,0,0
1648,0,0
1649,0,0
1650,0,0
1651,0,0
1652,0,0
1653,0,0
1654,0,0
1655,0,0
1656,0,0
1657,0,0
1658,0,0
1659,0,0
1660,0,0
1661,0,0
1662,0,0
1663,0,0
1664,0,0
1665,0,0
1666,0,0
1667,0,0
1668,0,0
1669,0,0
1670,2.664E-42,1901
1671,0,0
1672,0,0
1673,0,0
1674,0,0
1675,0,0
1676,0,0
1677,0,0
1678,0,0
1679,0,0
1680,0,0
1681,0,0
1682,0,0
1683,0,0
1684,0,0
1685,0,0
1686,0,0
1687,2.69E-42,1920
1688,0,0
1689,0,0
1690,0,0
1691,0,0
1692,0,0
1693,0,0
1694,0,0
1695,0,0
1696,0,0
1697,0,0
1698,0,0
1699,0,0
1700,0,0
1701,0,0
1702,0,0
1703,0,0
1704,0,0
1705,0,0
1706,0,0
1707,0,0
1708,0,0
1709,0,0
1710,0,0
1711,0,0
1712,0,0
1713,0,0
1714,0,0
1715,0,0
1716,0,0
1717,0,0
1718,0,0
1719,0,0
1720,1.65E-43,118
1721,0,0
1722,0,0
1723,0,0
1724,0,0
1725,0,0
1726,0,0
1727,0,0
1728,0,0
1729,0,0
1730,0,0
1731,0,0
1732,0,0
1733,40,1109393408
1734,0,0
1735,0,0
1736,0,0
1737,0,0
1738,0,0
1739,0,0
1740,0,0
1741,0,0
1742,0,0
1743,0,0
1744,0,0
1745,0,0
1746,0,0
1747,0,0
1748,0,0
1749,0,0
1750,0,0
1751,0,0
1752,0,0
1753,0,0
1754,0,0
1755,0,0
1756,0,0
1757,0,0
1758,0,0
1759,0,0
1760,0,0
1761,0,0
1762,0,0
1763,0,0
1764,0,0
1765,0,0
1766,0,0
1767,0,0
1768,0,0
1769,0,0
1770,0,0
1771,1.67E-43,119
1772,0,0
1773,0,0
1774,0,0
1775,0,0
1776,0,0
1777,0,0
1778,0,0
1779,0,0
1780,0,0
