row,name,s_name,ofs,type,typename
111,movedir_x,43640,96,2,float
112,movedir_y,43660,97,2,float
113,movedir_z,43680,98,2,float
114,message,43700,99,1,string
115,sounds,43716,100,2,float
116,noise,43730,101,1,string
117,noise1,43742,102,1,string
118,noise2,43756,103,1,string
119,noise3,43770,104,1,string
120,wad,45581,105,1,string
121,map,45589,106,1,string
122,worldtype,45597,107,2,float
123,killtarget,45617,108,1,string
124,light_lev,45639,109,2,float
125,style,45659,110,2,float
126,th_stand,45671,111,6,void()
127,th_walk,45689,112,6,void()
128,th_run,45705,113,6,void()
129,th_missile,45719,114,6,void()
130,th_melee,45741,115,6,void()
131,th_pain,45759,116,6,void()
132,th_die,45775,117,6,void()
133,oldenemy,45789,118,4,entity
134,speed,45807,119,2,float
135,lefty,45819,120,2,float
136,search_time,45831,121,2,float
137,attack_state,45855,122,2,float
138,walkframe,45924,123,2,float
139,attack_finished,45944,124,2,float
140,pain_finished,45976,125,2,float
141,invincible_finished,46004,126,2,float
142,invisible_finished,46044,127,2,float
143,super_damage_finished,46082,128,2,float
144,radsuit_finished,46126,129,2,float
145,invincible_time,46160,130,2,float
146,invincible_sound,46192,131,2,float
147,invisible_time,46226,132,2,float
148,invisible_sound,46256,133,2,float
149,super_time,46288,134,2,float
150,super_sound,46310,135,2,float
151,rad_time,46334,136,2,float
152,fly_sound,46352,137,2,float
153,axhitme,46372,138,2,float
154,show_hostile,46388,139,2,float
155,jump_flag,46414,140,2,float
156,swim_flag,46434,141,2,float
157,air_finished,46454,142,2,float
158,bubble_count,46480,143,2,float
159,deathtype,46506,144,1,string
160,mdl,46526,145,1,string
161,mangle,46534,146,3,vector
162,mangle_x,46548,146,2,float
163,mangle_y,46566,147,2,float
164,mangle_z,46584,148,2,float
165,t_length,46602,149,2,float
166,t_width,46620,150,2,float
167,dest,46636,151,3,vector
168,dest_x,46646,151,2,float
169,dest_y,46660,152,2,float
170,dest_z,46674,153,2,float
171,dest1,46688,154,3,vector
172,dest1_x,46700,154,2,float
173,dest1_y,46716,155,2,float
174,dest1_z,46732,156,2,float
175,dest2,46748,157,3,vector
176,dest2_x,46760,157,2,float
177,dest2_y,46776,158,2,float
178,dest2_z,46792,159,2,float
179,wait,46808,160,2,float
180,delay,46818,161,2,float
181,trigger_field,46830,162,4,entity
182,noise4,46858,163,1,string
183,pausetime,46872,164,2,float
184,movetarget,46892,165,4,entity
185,aflag,46914,166,2,float
186,dmg,46926,167,2,float
187,cnt,46934,168,2,float
188,think1,46942,169,6,void()
189,finaldest,46956,170,3,vector
190,finaldest_x,46976,170,2,float
191,finaldest_y,47000,171,2,float
192,finaldest_z,47024,172,2,float
193,finalangle,47048,173,3,vector
194,finalangle_x,47070,173,2,float
195,finalangle_y,47096,174,2,float
196,finalangle_z,47122,175,2,float
197,count,47148,176,2,float
198,lip,47160,177,2,float
199,state,47168,178,2,float
200,pos1,47180,179,3,vector
201,pos1_x,47190,179,2,float
202,pos1_y,47204,180,2,float
203,pos1_z,47218,181,2,float
204,pos2,47232,182,3,vector
205,pos2_x,47242,182,2,float
206,pos2_y,47256,183,2,float
207,pos2_z,47270,184,2,float
208,height,47284,185,2,float
209,waitmin,47298,186,2,float
210,waitmax,47314,187,2,float
211,distance,47330,188,2,float
212,volume,47348,189,2,float
213,healamount,51252,190,2,float
214,healtype,51274,191,2,float
215,hit_z,54919,192,2,float
216,dmgtime,58262,193,2,float
217,inpain,75077,194,2,float
