row,floatVal,intVal
84,5.62E-43,401,91-01-00-00
85,5.65E-43,403,93-01-00-00
86,5.4E-43,385,81-01-00-00
87,5.66E-43,404,94-01-00-00
88,5.45E-43,389,85-01-00-00
89,5.68E-43,405,95-01-00-00
90,5.25E-43,375,77-01-00-00
91,5.24E-43,374,76-01-00-00
92,0,0,00-00-00-00
93,0,0,00-00-00-00
94,1E-45,1,01-00-00-00
95,3E-45,2,02-00-00-00
96,4E-45,3,03-00-00-00
97,6E-45,4,04-00-00-00
98,7E-45,5,05-00-00-00
99,8E-45,6,06-00-00-00
100,1E-44,7,07-00-00-00
101,1.1E-44,8,08-00-00-00
102,1.3E-44,9,09-00-00-00
103,1.4E-44,10,0A-00-00-00
104,1.5E-44,11,0B-00-00-00
105,1.7E-44,12,0C-00-00-00
106,1.8E-44,13,0D-00-00-00
107,2E-44,14,0E-00-00-00
108,2.1E-44,15,0F-00-00-00
109,2.2E-44,16,10-00-00-00
110,2.4E-44,17,11-00-00-00
111,2.5E-44,18,12-00-00-00
112,2.7E-44,19,13-00-00-00
113,2.8E-44,20,14-00-00-00
114,3E-44,21,15-00-00-00
115,3.1E-44,22,16-00-00-00
116,3.2E-44,23,17-00-00-00
117,3.4E-44,24,18-00-00-00
118,3.5E-44,25,19-00-00-00
119,3.6E-44,26,1A-00-00-00
120,3.8E-44,27,1B-00-00-00
121,3.9E-44,28,1C-00-00-00
122,4E-44,29,1D-00-00-00
123,4.2E-44,30,1E-00-00-00
124,4.3E-44,31,1F-00-00-00
125,4.5E-44,32,20-00-00-00
126,4.6E-44,33,21-00-00-00
127,4.8E-44,34,22-00-00-00
128,4.9E-44,35,23-00-00-00
129,5E-44,36,24-00-00-00
130,5.2E-44,37,25-00-00-00
131,5.3E-44,38,26-00-00-00
132,5.5E-44,39,27-00-00-00
133,5.6E-44,40,28-00-00-00
134,5.7E-44,41,29-00-00-00
135,5.9E-44,42,2A-00-00-00
136,6E-44,43,2B-00-00-00
137,6.2E-44,44,2C-00-00-00
138,6.3E-44,45,2D-00-00-00
139,6.4E-44,46,2E-00-00-00
140,6.6E-44,47,2F-00-00-00
141,6.7E-44,48,30-00-00-00
142,6.9E-44,49,31-00-00-00
143,7E-44,50,32-00-00-00
144,7.1E-44,51,33-00-00-00
145,7.3E-44,52,34-00-00-00
146,7.4E-44,53,35-00-00-00
147,7.6E-44,54,36-00-00-00
148,7.7E-44,55,37-00-00-00
149,7.8E-44,56,38-00-00-00
150,8E-44,57,39-00-00-00
151,8.1E-44,58,3A-00-00-00
152,8.3E-44,59,3B-00-00-00
153,8.4E-44,60,3C-00-00-00
154,8.5E-44,61,3D-00-00-00
155,8.7E-44,62,3E-00-00-00
156,8.8E-44,63,3F-00-00-00
157,9E-44,64,40-00-00-00
158,9.1E-44,65,41-00-00-00
159,9.2E-44,66,42-00-00-00
160,9.4E-44,67,43-00-00-00
161,9.5E-44,68,44-00-00-00
162,9.7E-44,69,45-00-00-00
163,9.8E-44,70,46-00-00-00
164,1E-43,71,47-00-00-00
165,1.01E-43,72,48-00-00-00
166,1.02E-43,73,49-00-00-00
167,1.04E-43,74,4A-00-00-00
168,1.05E-43,75,4B-00-00-00
169,1.06E-43,76,4C-00-00-00
170,1.08E-43,77,4D-00-00-00
171,1.1E-43,78,4E-00-00-00
172,1.11E-43,79,4F-00-00-00
173,1.12E-43,80,50-00-00-00
174,1.14E-43,81,51-00-00-00
175,1.15E-43,82,52-00-00-00
176,1.16E-43,83,53-00-00-00
177,1.18E-43,84,54-00-00-00
178,1.19E-43,85,55-00-00-00
179,1.2E-43,86,56-00-00-00
180,1.22E-43,87,57-00-00-00
181,1.23E-43,88,58-00-00-00
182,1.25E-43,89,59-00-00-00
183,1.26E-43,90,5A-00-00-00
184,1.28E-43,91,5B-00-00-00
185,1.29E-43,92,5C-00-00-00
186,1.3E-43,93,5D-00-00-00
187,1.32E-43,94,5E-00-00-00
188,1.33E-43,95,5F-00-00-00
189,1.35E-43,96,60-00-00-00
190,1.36E-43,97,61-00-00-00
191,1.37E-43,98,62-00-00-00
192,1.39E-43,99,63-00-00-00
193,1.4E-43,100,64-00-00-00
194,1.42E-43,101,65-00-00-00
195,1.43E-43,102,66-00-00-00
196,1.44E-43,103,67-00-00-00
197,1.46E-43,104,68-00-00-00
198,0,0,00-00-00-00
199,0,0,00-00-00-00
200,1,1065353216,00-00-80-3F
201,2,1073741824,00-00-00-40
202,8,1090519040,00-00-00-41
203,16,1098907648,00-00-80-41
204,32,1107296256,00-00-00-42
205,64,1115684864,00-00-80-42
206,128,1124073472,00-00-00-43
207,256,1132462080,00-00-80-43
208,512,1140850688,00-00-00-44
209,1024,1149239296,00-00-80-44
210,2048,1157627904,00-00-00-45
211,4096,1166016512,00-00-80-45
212,3,1077936128,00-00-40-40
213,4,1082130432,00-00-80-40
214,5,1084227584,00-00-A0-40
215,6,1086324736,00-00-C0-40
216,7,1088421888,00-00-E0-40
217,9,1091567616,00-00-10-41
218,10,1092616192,00-00-20-41
219,11,1093664768,00-00-30-41
220,8192,1174405120,00-00-00-46
221,16384,1182793728,00-00-80-46
222,32768,1191182336,00-00-00-47
223,65536,1199570944,00-00-80-47
224,131072,1207959552,00-00-00-48
225,262144,1216348160,00-00-80-48
226,524288,1224736768,00-00-00-49
227,1048576,1233125376,00-00-80-49
228,2097152,1241513984,00-00-00-4A
229,4194304,1249902592,00-00-80-4A
230,-1,-1082130432,00-00-80-BF
231,-2,-1073741824,00-00-00-C0
232,-3,-1069547520,00-00-40-C0
233,-4,-1065353216,00-00-80-C0
234,-5,-1063256064,00-00-A0-C0
235,-6,-1061158912,00-00-C0-C0
236,0,0,00-00-00-00
237,0,0,00-00-00-00
238,0,0,00-00-00-00
239,-16,-1048576000,00-00-80-C1
240,-16,-1048576000,00-00-80-C1
241,-24,-1044381696,00-00-C0-C1
242,16,1098907648,00-00-80-41
243,16,1098907648,00-00-80-41
244,32,1107296256,00-00-00-42
245,-32,-1040187392,00-00-00-C2
246,-32,-1040187392,00-00-00-C2
247,-24,-1044381696,00-00-C0-C1
248,32,1107296256,00-00-00-42
249,32,1107296256,00-00-00-42
250,64,1115684864,00-00-80-42
251,23,1102577664,00-00-B8-41
252,25,1103626240,00-00-C8-41
253,26,1104150528,00-00-D0-41
254,27,1104674816,00-00-D8-41
255,28,1105199104,00-00-E0-41
256,30,1106247680,00-00-F0-41
257,31,1106771968,00-00-F8-41
258,33,1107558400,00-00-04-42
259,0,0,00-00-00-00
260,0,0,00-00-00-00
261,0,0,00-00-00-00
262,0,0,00-00-00-00
263,0,0,00-00-00-00
264,0,0,00-00-00-00
265,0,0,00-00-00-00
266,0,0,00-00-00-00
267,1.47E-43,105,69-00-00-00
268,1.49E-43,106,6A-00-00-00
269,1.5E-43,107,6B-00-00-00
270,1.51E-43,108,6C-00-00-00
271,1.53E-43,109,6D-00-00-00
272,1.54E-43,110,6E-00-00-00
273,1.56E-43,111,6F-00-00-00
274,1.57E-43,112,70-00-00-00
275,1.58E-43,113,71-00-00-00
276,1.6E-43,114,72-00-00-00
277,1.61E-43,115,73-00-00-00
278,1.63E-43,116,74-00-00-00
279,1.64E-43,117,75-00-00-00
280,1.65E-43,118,76-00-00-00
281,1.67E-43,119,77-00-00-00
282,1.68E-43,120,78-00-00-00
283,1.7E-43,121,79-00-00-00
284,1.71E-43,122,7A-00-00-00
285,1.72E-43,123,7B-00-00-00
286,1.74E-43,124,7C-00-00-00
287,1.75E-43,125,7D-00-00-00
288,1.77E-43,126,7E-00-00-00
289,1.78E-43,127,7F-00-00-00
290,1.8E-43,128,80-00-00-00
291,1.81E-43,129,81-00-00-00
292,1.82E-43,130,82-00-00-00
293,1.84E-43,131,83-00-00-00
294,1.85E-43,132,84-00-00-00
295,1.86E-43,133,85-00-00-00
296,1.88E-43,134,86-00-00-00
297,1.89E-43,135,87-00-00-00
298,1.9E-43,136,88-00-00-00
299,1.92E-43,137,89-00-00-00
300,1.93E-43,138,8A-00-00-00
301,1.95E-43,139,8B-00-00-00
302,1.96E-43,140,8C-00-00-00
303,1.98E-43,141,8D-00-00-00
304,1.99E-43,142,8E-00-00-00
305,2E-43,143,8F-00-00-00
306,2.02E-43,144,90-00-00-00
307,2.03E-43,145,91-00-00-00
308,2.05E-43,146,92-00-00-00
309,2.06E-43,147,93-00-00-00
310,2.07E-43,148,94-00-00-00
311,2.09E-43,149,95-00-00-00
312,2.1E-43,150,96-00-00-00
313,2.12E-43,151,97-00-00-00
314,2.13E-43,152,98-00-00-00
315,2.14E-43,153,99-00-00-00
316,2.16E-43,154,9A-00-00-00
317,2.17E-43,155,9B-00-00-00
318,2.19E-43,156,9C-00-00-00
319,2.2E-43,157,9D-00-00-00
320,2.21E-43,158,9E-00-00-00
321,2.23E-43,159,9F-00-00-00
322,2.24E-43,160,A0-00-00-00
323,2.26E-43,161,A1-00-00-00
324,2.27E-43,162,A2-00-00-00
325,2.28E-43,163,A3-00-00-00
326,2.3E-43,164,A4-00-00-00
327,2.31E-43,165,A5-00-00-00
328,2.33E-43,166,A6-00-00-00
329,2.34E-43,167,A7-00-00-00
330,2.35E-43,168,A8-00-00-00
331,2.37E-43,169,A9-00-00-00
332,2.38E-43,170,AA-00-00-00
333,2.4E-43,171,AB-00-00-00
334,2.41E-43,172,AC-00-00-00
335,2.42E-43,173,AD-00-00-00
336,2.44E-43,174,AE-00-00-00
337,2.45E-43,175,AF-00-00-00
338,2.47E-43,176,B0-00-00-00
339,2.48E-43,177,B1-00-00-00
340,2.5E-43,178,B2-00-00-00
341,2.51E-43,179,B3-00-00-00
342,2.52E-43,180,B4-00-00-00
343,2.54E-43,181,B5-00-00-00
344,2.55E-43,182,B6-00-00-00
345,2.56E-43,183,B7-00-00-00
346,2.58E-43,184,B8-00-00-00
347,2.59E-43,185,B9-00-00-00
348,2.6E-43,186,BA-00-00-00
349,2.62E-43,187,BB-00-00-00
350,2.63E-43,188,BC-00-00-00
351,2.65E-43,189,BD-00-00-00
352,1E-45,1,01-00-00-00
353,3E-45,2,02-00-00-00
354,4E-45,3,03-00-00-00
355,6E-45,4,04-00-00-00
356,8E-45,6,06-00-00-00
357,1E-44,7,07-00-00-00
358,1.1E-44,8,08-00-00-00
359,1.3E-44,9,09-00-00-00
360,1.4E-44,10,0A-00-00-00
361,1.5E-44,11,0B-00-00-00
362,1.7E-44,12,0C-00-00-00
363,1.8E-44,13,0D-00-00-00
364,2E-44,14,0E-00-00-00
365,2.1E-44,15,0F-00-00-00
366,2.2E-44,16,10-00-00-00
367,2.4E-44,17,11-00-00-00
368,2.5E-44,18,12-00-00-00
369,2.7E-44,19,13-00-00-00
370,2.8E-44,20,14-00-00-00
371,3E-44,21,15-00-00-00
372,3.1E-44,22,16-00-00-00
373,3.2E-44,23,17-00-00-00
374,3.4E-44,24,18-00-00-00
375,3.9E-44,28,1C-00-00-00
376,4E-44,29,1D-00-00-00
377,4.2E-44,30,1E-00-00-00
378,4.3E-44,31,1F-00-00-00
379,4.5E-44,32,20-00-00-00
380,4.6E-44,33,21-00-00-00
381,4.8E-44,34,22-00-00-00
382,4.9E-44,35,23-00-00-00
383,5E-44,36,24-00-00-00
384,5.2E-44,37,25-00-00-00
385,5.5E-44,39,27-00-00-00
386,5.6E-44,40,28-00-00-00
387,5.7E-44,41,29-00-00-00
388,5.9E-44,42,2A-00-00-00
389,6E-44,43,2B-00-00-00
390,6.2E-44,44,2C-00-00-00
391,6.3E-44,45,2D-00-00-00
392,6.6E-44,47,2F-00-00-00
393,6.9E-44,49,31-00-00-00
394,7E-44,50,32-00-00-00
395,7.1E-44,51,33-00-00-00
396,7.3E-44,52,34-00-00-00
397,7.4E-44,53,35-00-00-00
398,7.6E-44,54,36-00-00-00
399,7.7E-44,55,37-00-00-00
400,7.8E-44,56,38-00-00-00
401,8E-44,57,39-00-00-00
402,8.1E-44,58,3A-00-00-00
403,8.3E-44,59,3B-00-00-00
404,8.4E-44,60,3C-00-00-00
405,8.5E-44,61,3D-00-00-00
406,8.7E-44,62,3E-00-00-00
407,2.16E-43,154,9A-00-00-00
408,2.2E-43,157,9D-00-00-00
409,2.17E-43,155,9B-00-00-00
410,2.21E-43,158,9E-00-00-00
411,2.09E-43,149,95-00-00-00
412,2.24E-43,160,A0-00-00-00
413,2.1E-43,150,96-00-00-00
414,2.82E-43,201,C9-00-00-00
415,2.91E-43,208,D0-00-00-00
416,2.79E-43,199,C7-00-00-00
417,0,0,00-00-00-00
418,0,0,00-00-00-00
419,0,0,00-00-00-00
420,2.66E-43,190,BE-00-00-00
421,2.68E-43,191,BF-00-00-00
422,2.69E-43,192,C0-00-00-00
423,2.7E-43,193,C1-00-00-00
424,2.72E-43,194,C2-00-00-00
425,2.73E-43,195,C3-00-00-00
426,2.75E-43,196,C4-00-00-00
427,2.76E-43,197,C5-00-00-00
428,2.77E-43,198,C6-00-00-00
429,2.79E-43,199,C7-00-00-00
430,2.8E-43,200,C8-00-00-00
431,0,0,00-00-00-00
432,0,0,00-00-00-00
433,0,0,00-00-00-00
434,0,0,00-00-00-00
435,0,0,00-00-00-00
436,0,0,00-00-00-00
437,0,0,00-00-00-00
438,2.82E-43,201,C9-00-00-00
439,2.83E-43,202,CA-00-00-00
440,2.84E-43,203,CB-00-00-00
441,2.86E-43,204,CC-00-00-00
442,2.87E-43,205,CD-00-00-00
443,2.89E-43,206,CE-00-00-00
444,2.9E-43,207,CF-00-00-00
445,2.91E-43,208,D0-00-00-00
446,2.93E-43,209,D1-00-00-00
447,2.94E-43,210,D2-00-00-00
448,2.96E-43,211,D3-00-00-00
449,2.97E-43,212,D4-00-00-00
450,2.98E-43,213,D5-00-00-00
451,3E-43,214,D6-00-00-00
452,3.01E-43,215,D7-00-00-00
453,3.03E-43,216,D8-00-00-00
454,3.04E-43,217,D9-00-00-00
455,3.05E-43,218,DA-00-00-00
456,3.07E-43,219,DB-00-00-00
457,3.08E-43,220,DC-00-00-00
458,3.1E-43,221,DD-00-00-00
459,3.11E-43,222,DE-00-00-00
460,3.12E-43,223,DF-00-00-00
461,3.14E-43,224,E0-00-00-00
462,3.15E-43,225,E1-00-00-00
463,3.17E-43,226,E2-00-00-00
464,3.18E-43,227,E3-00-00-00
465,3.2E-43,228,E4-00-00-00
466,3.21E-43,229,E5-00-00-00
467,3.22E-43,230,E6-00-00-00
468,3.24E-43,231,E7-00-00-00
469,3.25E-43,232,E8-00-00-00
470,3.27E-43,233,E9-00-00-00
471,3.28E-43,234,EA-00-00-00
472,3.3E-43,235,EB-00-00-00
473,3.31E-43,236,EC-00-00-00
474,3.32E-43,237,ED-00-00-00
475,3.34E-43,238,EE-00-00-00
476,3.35E-43,239,EF-00-00-00
477,3.36E-43,240,F0-00-00-00
478,3.38E-43,241,F1-00-00-00
479,3.39E-43,242,F2-00-00-00
480,3.4E-43,243,F3-00-00-00
481,3.42E-43,244,F4-00-00-00
482,3.43E-43,245,F5-00-00-00
483,3.45E-43,246,F6-00-00-00
484,3.46E-43,247,F7-00-00-00
485,3.48E-43,248,F8-00-00-00
486,3.49E-43,249,F9-00-00-00
487,3.5E-43,250,FA-00-00-00
488,3.52E-43,251,FB-00-00-00
489,3.53E-43,252,FC-00-00-00
490,3.55E-43,253,FD-00-00-00
491,3.56E-43,254,FE-00-00-00
492,3.57E-43,255,FF-00-00-00
493,3.59E-43,256,00-01-00-00
494,3.6E-43,257,01-01-00-00
495,3.62E-43,258,02-01-00-00
496,3.63E-43,259,03-01-00-00
497,3.64E-43,260,04-01-00-00
498,3.66E-43,261,05-01-00-00
499,3.67E-43,262,06-01-00-00
500,3.69E-43,263,07-01-00-00
501,3.7E-43,264,08-01-00-00
502,3.71E-43,265,09-01-00-00
503,3.73E-43,266,0A-01-00-00
504,3.74E-43,267,0B-01-00-00
505,3.76E-43,268,0C-01-00-00
506,3.77E-43,269,0D-01-00-00
507,3.78E-43,270,0E-01-00-00
508,3.8E-43,271,0F-01-00-00
509,3.81E-43,272,10-01-00-00
510,3.83E-43,273,11-01-00-00
511,3.84E-43,274,12-01-00-00
512,3.85E-43,275,13-01-00-00
513,3.87E-43,276,14-01-00-00
514,3.88E-43,277,15-01-00-00
515,3.9E-43,278,16-01-00-00
516,3.91E-43,279,17-01-00-00
517,3.92E-43,280,18-01-00-00
518,3.94E-43,281,19-01-00-00
519,3.95E-43,282,1A-01-00-00
520,3.97E-43,283,1B-01-00-00
521,3.98E-43,284,1C-01-00-00
522,4E-43,285,1D-01-00-00
523,4.01E-43,286,1E-01-00-00
524,4.02E-43,287,1F-01-00-00
525,4.04E-43,288,20-01-00-00
526,4.05E-43,289,21-01-00-00
527,4.06E-43,290,22-01-00-00
528,4.08E-43,291,23-01-00-00
529,4.09E-43,292,24-01-00-00
530,4.1E-43,293,25-01-00-00
531,4.12E-43,294,26-01-00-00
532,4.13E-43,295,27-01-00-00
533,4.15E-43,296,28-01-00-00
534,4.16E-43,297,29-01-00-00
535,4.18E-43,298,2A-01-00-00
536,4.19E-43,299,2B-01-00-00
537,4.2E-43,300,2C-01-00-00
538,4.22E-43,301,2D-01-00-00
539,4.23E-43,302,2E-01-00-00
540,4.25E-43,303,2F-01-00-00
541,4.26E-43,304,30-01-00-00
542,4.27E-43,305,31-01-00-00
543,4.29E-43,306,32-01-00-00
544,4.3E-43,307,33-01-00-00
545,4.32E-43,308,34-01-00-00
546,4.33E-43,309,35-01-00-00
547,4.34E-43,310,36-01-00-00
548,4.36E-43,311,37-01-00-00
549,4.37E-43,312,38-01-00-00
550,4.39E-43,313,39-01-00-00
551,4.4E-43,314,3A-01-00-00
552,4.41E-43,315,3B-01-00-00
553,4.43E-43,316,3C-01-00-00
554,4.44E-43,317,3D-01-00-00
555,4.46E-43,318,3E-01-00-00
556,4.47E-43,319,3F-01-00-00
557,4.48E-43,320,40-01-00-00
558,4.5E-43,321,41-01-00-00
559,4.51E-43,322,42-01-00-00
560,4.53E-43,323,43-01-00-00
561,4.54E-43,324,44-01-00-00
562,4.55E-43,325,45-01-00-00
563,4.57E-43,326,46-01-00-00
564,4.58E-43,327,47-01-00-00
565,4.6E-43,328,48-01-00-00
566,4.61E-43,329,49-01-00-00
567,4.62E-43,330,4A-01-00-00
568,4.64E-43,331,4B-01-00-00
569,4.65E-43,332,4C-01-00-00
570,4.67E-43,333,4D-01-00-00
571,4.68E-43,334,4E-01-00-00
572,4.7E-43,335,4F-01-00-00
573,4.71E-43,336,50-01-00-00
574,4.72E-43,337,51-01-00-00
575,4.74E-43,338,52-01-00-00
576,4.75E-43,339,53-01-00-00
577,0,0,00-00-00-00
578,0,0,00-00-00-00
579,0,0,00-00-00-00
580,0,0,00-00-00-00
581,0,0,00-00-00-00
582,0,0,00-00-00-00
583,0,0,00-00-00-00
584,0,0,00-00-00-00
585,0,0,00-00-00-00
586,0,0,00-00-00-00
587,0,0,00-00-00-00
588,0,0,00-00-00-00
589,0,0,00-00-00-00
590,0,0,00-00-00-00
591,0,0,00-00-00-00
592,0,0,00-00-00-00
593,0,0,00-00-00-00
594,0,0,00-00-00-00
595,0,0,00-00-00-00
596,0,0,00-00-00-00
597,0,0,00-00-00-00
598,0,0,00-00-00-00
599,0,0,00-00-00-00
600,0,0,00-00-00-00
601,0,0,00-00-00-00
602,0,0,00-00-00-00
603,0,0,00-00-00-00
604,0,0,00-00-00-00
605,0,0,00-00-00-00
606,0,0,00-00-00-00
607,0,0,00-00-00-00
608,0,0,00-00-00-00
609,0,0,00-00-00-00
610,0,0,00-00-00-00
611,0,0,00-00-00-00
612,0,0,00-00-00-00
613,0,0,00-00-00-00
614,0,0,00-00-00-00
615,0,0,00-00-00-00
616,0,0,00-00-00-00
617,0,0,00-00-00-00
618,0,0,00-00-00-00
619,0,0,00-00-00-00
620,0,0,00-00-00-00
621,0,0,00-00-00-00
622,0,0,00-00-00-00
623,0,0,00-00-00-00
624,0,0,00-00-00-00
625,0,0,00-00-00-00
626,0,0,00-00-00-00
627,0,0,00-00-00-00
628,0,0,00-00-00-00
629,0,0,00-00-00-00
630,0,0,00-00-00-00
631,0,0,00-00-00-00
632,0,0,00-00-00-00
633,0,0,00-00-00-00
634,0,0,00-00-00-00
635,0,0,00-00-00-00
636,0,0,00-00-00-00
637,0,0,00-00-00-00
638,0,0,00-00-00-00
639,0,0,00-00-00-00
640,0,0,00-00-00-00
641,0,0,00-00-00-00
642,0,0,00-00-00-00
643,0,0,00-00-00-00
644,0,0,00-00-00-00
645,0,0,00-00-00-00
646,0,0,00-00-00-00
647,0,0,00-00-00-00
648,0,0,00-00-00-00
649,0,0,00-00-00-00
650,0,0,00-00-00-00
651,0,0,00-00-00-00
652,0,0,00-00-00-00
653,0,0,00-00-00-00
654,0,0,00-00-00-00
655,0,0,00-00-00-00
656,0,0,00-00-00-00
657,0,0,00-00-00-00
658,0,0,00-00-00-00
659,0,0,00-00-00-00
660,0,0,00-00-00-00
661,0,0,00-00-00-00
662,0,0,00-00-00-00
663,0,0,00-00-00-00
664,0,0,00-00-00-00
665,0,0,00-00-00-00
666,0,0,00-00-00-00
667,0,0,00-00-00-00
668,0,0,00-00-00-00
669,0,0,00-00-00-00
670,0,0,00-00-00-00
671,0,0,00-00-00-00
672,0,0,00-00-00-00
673,0,0,00-00-00-00
674,0,0,00-00-00-00
675,0,0,00-00-00-00
676,0,0,00-00-00-00
677,0,0,00-00-00-00
678,0,0,00-00-00-00
679,0,0,00-00-00-00
680,0,0,00-00-00-00
681,0,0,00-00-00-00
682,0,0,00-00-00-00
683,0,0,00-00-00-00
684,0,0,00-00-00-00
685,0,0,00-00-00-00
686,0,0,00-00-00-00
687,0,0,00-00-00-00
688,0,0,00-00-00-00
689,0,0,00-00-00-00
690,0,0,00-00-00-00
691,0,0,00-00-00-00
692,0,0,00-00-00-00
693,0,0,00-00-00-00
694,0,0,00-00-00-00
695,0,0,00-00-00-00
696,0,0,00-00-00-00
697,0,0,00-00-00-00
698,0,0,00-00-00-00
699,0,0,00-00-00-00
700,0,0,00-00-00-00
701,0,0,00-00-00-00
702,0,0,00-00-00-00
703,8.8E-44,63,3F-00-00-00
704,9E-44,64,40-00-00-00
705,9.1E-44,65,41-00-00-00
706,9.2E-44,66,42-00-00-00
707,9.4E-44,67,43-00-00-00
708,9.5E-44,68,44-00-00-00
709,9.7E-44,69,45-00-00-00
710,9.8E-44,70,46-00-00-00
711,1E-43,71,47-00-00-00
712,1.01E-43,72,48-00-00-00
713,1.04E-43,74,4A-00-00-00
714,1.06E-43,76,4C-00-00-00
715,1.11E-43,79,4F-00-00-00
716,1.12E-43,80,50-00-00-00
717,1.15E-43,82,52-00-00-00
718,1.16E-43,83,53-00-00-00
719,1.18E-43,84,54-00-00-00
720,1.19E-43,85,55-00-00-00
721,1.2E-43,86,56-00-00-00
722,1.22E-43,87,57-00-00-00
723,1.23E-43,88,58-00-00-00
724,1.25E-43,89,59-00-00-00
725,1.26E-43,90,5A-00-00-00
726,1.28E-43,91,5B-00-00-00
727,1.29E-43,92,5C-00-00-00
728,1.3E-43,93,5D-00-00-00
729,1.32E-43,94,5E-00-00-00
730,1.4E-43,100,64-00-00-00
731,3.4E-44,24,18-00-00-00
732,3.208E-42,2289,F1-08-00-00
733,3.209E-42,2290,F2-08-00-00
734,3.21E-42,2291,F3-08-00-00
735,3.212E-42,2292,F4-08-00-00
736,3.213E-42,2293,F5-08-00-00
737,3.215E-42,2294,F6-08-00-00
738,3.216E-42,2295,F7-08-00-00
739,3.217E-42,2296,F8-08-00-00
740,3.219E-42,2297,F9-08-00-00
741,3.222E-42,2299,FB-08-00-00
742,3.223E-42,2300,FC-08-00-00
743,3.22E-42,2298,FA-08-00-00
744,3.224E-42,2301,FD-08-00-00
745,3.226E-42,2302,FE-08-00-00
746,3.227E-42,2303,FF-08-00-00
747,3.229E-42,2304,00-09-00-00
748,3.23E-42,2305,01-09-00-00
749,3.231E-42,2306,02-09-00-00
750,3.233E-42,2307,03-09-00-00
751,3.234E-42,2308,04-09-00-00
752,3.236E-42,2309,05-09-00-00
753,3.237E-42,2310,06-09-00-00
754,3.238E-42,2311,07-09-00-00
755,3.24E-42,2312,08-09-00-00
756,3.241E-42,2313,09-09-00-00
757,3.243E-42,2314,0A-09-00-00
758,3.244E-42,2315,0B-09-00-00
759,3.245E-42,2316,0C-09-00-00
760,3.247E-42,2317,0D-09-00-00
761,3.248E-42,2318,0E-09-00-00
762,3.25E-42,2319,0F-09-00-00
763,3.251E-42,2320,10-09-00-00
764,3.252E-42,2321,11-09-00-00
765,3.254E-42,2322,12-09-00-00
766,3.255E-42,2323,13-09-00-00
767,3.257E-42,2324,14-09-00-00
768,3.258E-42,2325,15-09-00-00
769,3.26E-42,2326,16-09-00-00
770,3.261E-42,2327,17-09-00-00
771,3.262E-42,2328,18-09-00-00
772,3.264E-42,2329,19-09-00-00
773,3.276E-42,2338,22-09-00-00
774,3.278E-42,2339,23-09-00-00
775,3.279E-42,2340,24-09-00-00
776,3.28E-42,2341,25-09-00-00
777,3.282E-42,2342,26-09-00-00
778,3.16E-42,2255,CF-08-00-00
779,3.168E-42,2261,D5-08-00-00
780,3.163E-42,2257,D1-08-00-00
781,3.166E-42,2259,D3-08-00-00
782,3.167E-42,2260,D4-08-00-00
783,3.17E-42,2262,D6-08-00-00
784,3.171E-42,2263,D7-08-00-00
785,3.173E-42,2264,D8-08-00-00
