row,name,s_name,ofs,type,typename
214,ra_prev,81367,191,4,entity
215,idletime,81383,192,2,float
216,lasttime,81401,193,2,float
217,laststattime,81419,194,2,float
218,statstate,81445,195,2,float
219,mypos,81465,196,2,float
220,wins,81477,197,2,float
221,loses,81487,198,2,float
222,ratio,81499,199,2,float
223,motd,81511,200,2,float
224,f_updatecache,0,201,6,void()
225,f_goalweight,0,202,6,void()
226,f_walkaboutweight,0,203,6,void()
227,field000227,0,204,6,void()
228,field000228,0,205,6,void()
229,field000229,0,206,6,void()
230,field000230,0,207,6,void()
231,field000231,0,208,2,float
232,field000232,0,209,2,float
233,field000233,0,210,3,vector
234,field000234,0,210,2,float
235,field000235,0,211,2,float
236,field000236,0,212,2,float
237,field000237,0,213,3,vector
238,field000238,0,213,2,float
239,field000239,0,214,2,float
240,field000240,0,215,2,float
241,field000241,0,216,3,vector
242,field000242,0,216,2,float
243,field000243,0,217,2,float
244,field000244,0,218,2,float
245,field000245,0,219,3,vector
246,field000246,0,219,2,float
247,field000247,0,220,2,float
248,field000248,0,221,2,float
249,field000249,0,222,2,float
250,field000250,0,223,2,float
251,field000251,0,224,2,float
252,field000252,0,225,2,float
253,field000253,0,226,3,vector
254,field000254,0,226,2,float
255,field000255,0,227,2,float
256,field000256,0,228,2,float
257,field000257,0,229,3,vector
258,field000258,0,229,2,float
259,field000259,0,230,2,float
260,field000260,0,231,2,float
261,field000261,0,232,2,float
262,field000262,0,233,2,float
263,field000263,0,234,4,entity
264,field000264,0,235,2,float
265,field000265,0,236,2,float
266,field000266,0,237,4,entity
267,field000267,0,238,4,entity
268,field000268,0,239,4,entity
269,field000269,0,240,2,float
270,field000270,0,241,2,float
271,field000271,0,242,2,float
272,field000272,0,243,2,float
273,field000273,0,244,2,float
274,field000274,0,245,2,float
275,field000275,0,246,2,float
276,field000276,0,247,2,float
277,field000277,0,248,2,float
278,field000278,0,249,2,float
279,field000279,0,250,3,vector
280,field000280,0,250,2,float
281,field000281,0,251,2,float
282,field000282,0,252,2,float
283,field000283,0,253,1,string
284,field000284,0,254,2,float
285,clientnumber,0,255,2,float
286,field000286,0,256,2,float
287,clientcolor,0,257,2,float
288,field000288,0,258,2,float
289,field000289,0,259,2,float
290,field000290,0,260,4,entity
291,field000291,0,261,1,string
292,field000292,0,262,1,string
293,field000293,0,263,1,string
294,field000294,0,264,2,float
295,field000295,0,265,4,entity
296,field000296,0,266,4,entity
297,field000297,0,267,4,entity
298,field000298,0,268,4,entity
299,field000299,0,269,4,entity
300,field000300,0,270,4,entity
301,field000301,0,271,4,entity
302,field000302,0,272,4,entity
303,field000303,0,273,4,entity
304,field000304,0,274,4,entity
305,field000305,0,275,4,entity
306,field000306,0,276,4,entity
307,field000307,0,277,2,float
308,field000308,0,278,2,float
309,field000309,0,279,2,float
310,field000310,0,280,2,float
311,field000311,0,281,2,float
312,field000312,0,282,2,float
313,field000313,0,283,2,float
314,field000314,0,284,2,float
315,field000315,0,285,4,entity
316,field000316,0,286,4,entity
317,field000317,0,287,4,entity
318,field000318,0,288,4,entity
319,field000319,0,289,4,entity
320,field000320,0,290,4,entity
321,field000321,0,291,4,entity
322,field000322,0,292,4,entity
323,field000323,0,293,4,entity
324,field000324,0,294,4,entity
325,field000325,0,295,2,float
326,field000326,0,296,2,float
327,field000327,0,297,2,float
328,field000328,0,298,2,float
329,field000329,0,299,2,float
330,field000330,0,300,2,float
331,field000331,0,301,2,float
332,field000332,0,302,2,float
333,field000333,0,303,2,float
334,field000334,0,304,2,float
335,field000335,0,305,4,entity
336,field000336,0,306,4,entity
337,field000337,0,307,2,float
338,field000338,0,308,2,float
339,field000339,0,309,4,entity
340,field000340,0,310,2,float
341,field000341,0,311,4,entity
342,field000342,0,312,2,float
343,field000343,0,313,2,float
344,field000344,0,314,4,entity
345,field000345,0,315,3,vector
346,field000346,0,315,2,float
347,field000347,0,316,2,float
348,field000348,0,317,2,float
349,field000349,0,318,3,vector
350,field000350,0,318,2,float
351,field000351,0,319,2,float
352,field000352,0,320,2,float
353,field000353,0,321,3,vector
354,field000354,0,321,2,float
355,field000355,0,322,2,float
356,field000356,0,323,2,float
357,field000357,0,324,2,float
358,field000358,0,325,3,vector
359,field000359,0,325,2,float
360,field000360,0,326,2,float
361,field000361,0,327,2,float
362,field000362,0,328,2,float
363,waypointnumber,85015,329,2,float
364,waypointtype,85045,330,2,float
365,waypointitem,85071,331,1,string
366,wp0,85097,332,2,float
367,wp1,85105,333,2,float
368,wp2,85113,334,2,float
369,wp3,85121,335,2,float
370,wp4,85129,336,2,float
371,wp5,85137,337,2,float
372,wp6,85145,338,2,float
373,wp7,85153,339,2,float
374,healamount,97270,340,2,float
375,healtype,97292,341,2,float
376,hit_z,101034,342,2,float
377,field000377,0,343,3,vector
378,field000378,0,343,2,float
379,field000379,0,344,2,float
380,field000380,0,345,2,float
381,field000381,0,346,3,vector
382,field000382,0,346,2,float
383,field000383,0,347,2,float
384,field000384,0,348,2,float
385,field000385,0,349,2,float
386,field000386,0,350,2,float
387,field000387,0,351,4,entity
388,dmgtime,108313,352,2,float
389,inpain,125485,353,2,float
